,Date,Location,Reduction_in_hydropower_generation,Running_total,Location_running_total
1760,2026-08-01,Hydro_Hoover Dam_Lake Mead[GwH],5.0,-2740.0,-119.0
1761,2026-09-01,Hydro_Hoover Dam_Lake Mead[GwH],4.0,-2677.0,-115.0
1762,2026-10-01,Hydro_Hoover Dam_Lake Mead[GwH],4.0,-2601.0,-111.0
1763,2026-11-01,Hydro_Hoover Dam_Lake Mead[GwH],5.0,-2534.0,-106.0
1764,2026-12-01,Hydro_Hoover Dam_Lake Mead[GwH],5.0,-2445.0,-101.0
1765,2027-01-01,Hydro_Hoover Dam_Lake Mead[GwH],5.0,-2354.0,-96.0
1766,2027-02-01,Hydro_Hoover Dam_Lake Mead[GwH],5.0,-2293.0,-91.0
1767,2027-03-01,Hydro_Hoover Dam_Lake Mead[GwH],8.0,-2277.0,-83.0
1768,2027-04-01,Hydro_Hoover Dam_Lake Mead[GwH],10.0,-2164.0,-73.0
1769,2027-05-01,Hydro_Hoover Dam_Lake Mead[GwH],9.0,-2042.0,-64.0
1770,2027-06-01,Hydro_Hoover Dam_Lake Mead[GwH],8.0,-1983.0,-56.0
1771,2027-07-01,Hydro_Hoover Dam_Lake Mead[GwH],8.0,-1920.0,-48.0
1772,2027-08-01,Hydro_Hoover Dam_Lake Mead[GwH],7.0,-1904.0,-41.0
1773,2027-09-01,Hydro_Hoover Dam_Lake Mead[GwH],6.0,-1784.0,-35.0
1774,2027-10-01,Hydro_Hoover Dam_Lake Mead[GwH],5.0,-1752.0,-30.0
1775,2027-11-01,Hydro_Hoover Dam_Lake Mead[GwH],6.0,-1690.0,-24.0
1776,2027-12-01,Hydro_Hoover Dam_Lake Mead[GwH],5.0,-1657.0,-19.0
1777,2028-01-01,Hydro_Hoover Dam_Lake Mead[GwH],6.0,-1629.0,-13.0
1778,2028-02-01,Hydro_Hoover Dam_Lake Mead[GwH],6.0,-1632.0,-7.0
1779,2028-03-01,Hydro_Hoover Dam_Lake Mead[GwH],9.0,-1602.0,2.0
1780,2028-04-01,Hydro_Hoover Dam_Lake Mead[GwH],11.0,-1570.0,13.0
1781,2028-05-01,Hydro_Hoover Dam_Lake Mead[GwH],10.0,-1508.0,23.0
1782,2028-06-01,Hydro_Hoover Dam_Lake Mead[GwH],9.0,-1460.0,32.0
1783,2028-07-01,Hydro_Hoover Dam_Lake Mead[GwH],9.0,-1376.0,41.0
1784,2028-08-01,Hydro_Hoover Dam_Lake Mead[GwH],8.0,-1315.0,49.0
1785,2028-09-01,Hydro_Hoover Dam_Lake Mead[GwH],6.0,-1300.0,55.0
1786,2028-10-01,Hydro_Hoover Dam_Lake Mead[GwH],6.0,-1287.0,61.0
1787,2028-11-01,Hydro_Hoover Dam_Lake Mead[GwH],7.0,-1265.0,68.0
1788,2028-12-01,Hydro_Hoover Dam_Lake Mead[GwH],6.0,-1269.0,74.0
1789,2029-01-01,Hydro_Hoover Dam_Lake Mead[GwH],7.0,-1232.0,81.0
1790,2029-02-01,Hydro_Hoover Dam_Lake Mead[GwH],6.0,-1230.0,87.0
1791,2029-03-01,Hydro_Hoover Dam_Lake Mead[GwH],10.0,-1228.0,97.0
1792,2029-04-01,Hydro_Hoover Dam_Lake Mead[GwH],12.0,-1249.0,109.0
1793,2029-05-01,Hydro_Hoover Dam_Lake Mead[GwH],12.0,-1266.0,121.0
1794,2029-06-01,Hydro_Hoover Dam_Lake Mead[GwH],10.0,-1270.0,131.0
1795,2029-07-01,Hydro_Hoover Dam_Lake Mead[GwH],10.0,-1284.0,141.0
1796,2029-08-01,Hydro_Hoover Dam_Lake Mead[GwH],9.0,-1283.0,150.0
1797,2029-09-01,Hydro_Hoover Dam_Lake Mead[GwH],7.0,-1274.0,157.0
1798,2029-10-01,Hydro_Hoover Dam_Lake Mead[GwH],6.0,-1273.0,163.0
1799,2029-11-01,Hydro_Hoover Dam_Lake Mead[GwH],7.0,-1280.0,170.0
1800,2029-12-01,Hydro_Hoover Dam_Lake Mead[GwH],6.0,-1264.0,176.0
1801,2030-01-01,Hydro_Hoover Dam_Lake Mead[GwH],7.0,-1248.0,183.0
1802,2030-02-01,Hydro_Hoover Dam_Lake Mead[GwH],6.0,-1206.0,189.0
1803,2030-03-01,Hydro_Hoover Dam_Lake Mead[GwH],10.0,-1162.0,199.0
1804,2030-04-01,Hydro_Hoover Dam_Lake Mead[GwH],11.0,-1101.0,210.0
1805,2030-05-01,Hydro_Hoover Dam_Lake Mead[GwH],11.0,-1075.0,221.0
1806,2030-06-01,Hydro_Hoover Dam_Lake Mead[GwH],8.0,-1048.0,229.0
1807,2030-07-01,Hydro_Hoover Dam_Lake Mead[GwH],7.0,-1030.0,236.0
1808,2030-08-01,Hydro_Hoover Dam_Lake Mead[GwH],5.0,-1001.0,241.0
1809,2030-09-01,Hydro_Hoover Dam_Lake Mead[GwH],3.0,-1006.0,244.0
1810,2030-10-01,Hydro_Hoover Dam_Lake Mead[GwH],2.0,-1000.0,246.0
1811,2030-11-01,Hydro_Hoover Dam_Lake Mead[GwH],1.0,-988.0,247.0
1812,2031-01-01,Hydro_Hoover Dam_Lake Mead[GwH],2.0,-990.0,249.0
1813,2031-02-01,Hydro_Hoover Dam_Lake Mead[GwH],2.0,-982.0,251.0
1814,2031-03-01,Hydro_Hoover Dam_Lake Mead[GwH],2.0,-963.0,253.0
1815,2031-04-01,Hydro_Hoover Dam_Lake Mead[GwH],3.0,-1045.0,256.0
1816,2031-05-01,Hydro_Hoover Dam_Lake Mead[GwH],2.0,-1069.0,258.0
1817,2031-06-01,Hydro_Hoover Dam_Lake Mead[GwH],2.0,-1096.0,260.0
1818,2031-07-01,Hydro_Hoover Dam_Lake Mead[GwH],1.0,-1104.0,261.0
1819,2031-08-01,Hydro_Hoover Dam_Lake Mead[GwH],1.0,-1121.0,262.0
1820,2031-09-01,Hydro_Hoover Dam_Lake Mead[GwH],1.0,-1171.0,263.0
1821,2031-10-01,Hydro_Hoover Dam_Lake Mead[GwH],1.0,-1196.0,264.0
1822,2031-11-01,Hydro_Hoover Dam_Lake Mead[GwH],2.0,-1220.0,266.0
1823,2031-12-01,Hydro_Hoover Dam_Lake Mead[GwH],2.0,-1240.0,268.0
1824,2032-01-01,Hydro_Hoover Dam_Lake Mead[GwH],2.0,-1265.0,270.0
1825,2032-02-01,Hydro_Hoover Dam_Lake Mead[GwH],2.0,-1289.0,272.0
1826,2032-03-01,Hydro_Hoover Dam_Lake Mead[GwH],4.0,-1317.0,276.0
1827,2032-04-01,Hydro_Hoover Dam_Lake Mead[GwH],6.0,-1345.0,282.0
1828,2032-05-01,Hydro_Hoover Dam_Lake Mead[GwH],6.0,-1409.0,288.0
1829,2032-06-01,Hydro_Hoover Dam_Lake Mead[GwH],6.0,-1419.0,294.0
1830,2032-07-01,Hydro_Hoover Dam_Lake Mead[GwH],7.0,-1425.0,301.0
1831,2032-08-01,Hydro_Hoover Dam_Lake Mead[GwH],6.0,-1435.0,307.0
1832,2032-09-01,Hydro_Hoover Dam_Lake Mead[GwH],5.0,-1408.0,312.0
1833,2032-10-01,Hydro_Hoover Dam_Lake Mead[GwH],5.0,-1406.0,317.0
1834,2032-11-01,Hydro_Hoover Dam_Lake Mead[GwH],7.0,-1400.0,324.0
1835,2032-12-01,Hydro_Hoover Dam_Lake Mead[GwH],6.0,-1393.0,330.0
1836,2033-01-01,Hydro_Hoover Dam_Lake Mead[GwH],7.0,-1456.0,337.0
1837,2033-02-01,Hydro_Hoover Dam_Lake Mead[GwH],6.0,-1451.0,343.0
1838,2033-03-01,Hydro_Hoover Dam_Lake Mead[GwH],10.0,-1408.0,353.0
1839,2033-04-01,Hydro_Hoover Dam_Lake Mead[GwH],12.0,-1393.0,365.0
1840,2033-05-01,Hydro_Hoover Dam_Lake Mead[GwH],11.0,-1430.0,376.0
1841,2033-06-01,Hydro_Hoover Dam_Lake Mead[GwH],10.0,-1406.0,386.0
1842,2033-07-01,Hydro_Hoover Dam_Lake Mead[GwH],10.0,-1424.0,396.0
1843,2033-08-01,Hydro_Hoover Dam_Lake Mead[GwH],9.0,-1428.0,405.0
1844,2033-09-01,Hydro_Hoover Dam_Lake Mead[GwH],6.0,-1387.0,411.0
1845,2033-10-01,Hydro_Hoover Dam_Lake Mead[GwH],6.0,-1367.0,417.0
1846,2033-11-01,Hydro_Hoover Dam_Lake Mead[GwH],7.0,-1341.0,424.0
1847,2033-12-01,Hydro_Hoover Dam_Lake Mead[GwH],4.0,-1330.0,428.0
1848,2034-01-01,Hydro_Hoover Dam_Lake Mead[GwH],5.0,-1317.0,433.0
1849,2034-02-01,Hydro_Hoover Dam_Lake Mead[GwH],4.0,-1295.0,437.0
1850,2034-03-01,Hydro_Hoover Dam_Lake Mead[GwH],6.0,-1261.0,443.0
1851,2034-04-01,Hydro_Hoover Dam_Lake Mead[GwH],6.0,-1226.0,449.0
1852,2034-05-01,Hydro_Hoover Dam_Lake Mead[GwH],5.0,-1184.0,454.0
1853,2034-06-01,Hydro_Hoover Dam_Lake Mead[GwH],4.0,-1141.0,458.0
1854,2034-07-01,Hydro_Hoover Dam_Lake Mead[GwH],3.0,-1092.0,461.0
1855,2034-08-01,Hydro_Hoover Dam_Lake Mead[GwH],2.0,-1031.0,463.0
1856,2034-09-01,Hydro_Hoover Dam_Lake Mead[GwH],1.0,-987.0,464.0
1857,2035-04-01,Hydro_Hoover Dam_Lake Mead[GwH],-2.0,-712.0,462.0
1858,2035-05-01,Hydro_Hoover Dam_Lake Mead[GwH],-3.0,-673.0,459.0
1859,2035-06-01,Hydro_Hoover Dam_Lake Mead[GwH],-3.0,-637.0,456.0
1860,2035-07-01,Hydro_Hoover Dam_Lake Mead[GwH],-3.0,-578.0,453.0
1861,2035-08-01,Hydro_Hoover Dam_Lake Mead[GwH],-2.0,-551.0,451.0
1862,2035-09-01,Hydro_Hoover Dam_Lake Mead[GwH],-2.0,-531.0,449.0
1863,2035-10-01,Hydro_Hoover Dam_Lake Mead[GwH],-2.0,-520.0,447.0
1864,2035-11-01,Hydro_Hoover Dam_Lake Mead[GwH],-3.0,-492.0,444.0
1865,2035-12-01,Hydro_Hoover Dam_Lake Mead[GwH],-2.0,-483.0,442.0
1866,2036-01-01,Hydro_Hoover Dam_Lake Mead[GwH],-2.0,-480.0,440.0
1867,2036-02-01,Hydro_Hoover Dam_Lake Mead[GwH],-2.0,-480.0,438.0
1868,2036-03-01,Hydro_Hoover Dam_Lake Mead[GwH],-4.0,-484.0,434.0
1869,2036-04-01,Hydro_Hoover Dam_Lake Mead[GwH],-4.0,-482.0,430.0
1870,2036-05-01,Hydro_Hoover Dam_Lake Mead[GwH],-4.0,-513.0,426.0
1871,2036-06-01,Hydro_Hoover Dam_Lake Mead[GwH],-3.0,-514.0,423.0
1872,2036-07-01,Hydro_Hoover Dam_Lake Mead[GwH],-3.0,-510.0,420.0
1873,2036-08-01,Hydro_Hoover Dam_Lake Mead[GwH],-3.0,-512.0,417.0
1874,2036-09-01,Hydro_Hoover Dam_Lake Mead[GwH],-2.0,-514.0,415.0
1875,2036-10-01,Hydro_Hoover Dam_Lake Mead[GwH],-2.0,-520.0,413.0
1876,2036-11-01,Hydro_Hoover Dam_Lake Mead[GwH],-2.0,-526.0,411.0
1877,2036-12-01,Hydro_Hoover Dam_Lake Mead[GwH],-2.0,-531.0,409.0
1878,2037-01-01,Hydro_Hoover Dam_Lake Mead[GwH],-2.0,-525.0,407.0
1879,2037-02-01,Hydro_Hoover Dam_Lake Mead[GwH],-2.0,-531.0,405.0
1880,2037-03-01,Hydro_Hoover Dam_Lake Mead[GwH],-3.0,-538.0,402.0
1881,2037-04-01,Hydro_Hoover Dam_Lake Mead[GwH],-3.0,-547.0,399.0
1882,2037-05-01,Hydro_Hoover Dam_Lake Mead[GwH],-3.0,-551.0,396.0
1883,2037-06-01,Hydro_Hoover Dam_Lake Mead[GwH],-2.0,-566.0,394.0
1884,2037-07-01,Hydro_Hoover Dam_Lake Mead[GwH],-2.0,-578.0,392.0
1885,2037-08-01,Hydro_Hoover Dam_Lake Mead[GwH],-2.0,-582.0,390.0
1886,2037-09-01,Hydro_Hoover Dam_Lake Mead[GwH],-1.0,-584.0,389.0
1887,2037-10-01,Hydro_Hoover Dam_Lake Mead[GwH],-1.0,-597.0,388.0
1888,2037-11-01,Hydro_Hoover Dam_Lake Mead[GwH],-1.0,-600.0,387.0
1889,2037-12-01,Hydro_Hoover Dam_Lake Mead[GwH],-1.0,-603.0,386.0
1890,2038-01-01,Hydro_Hoover Dam_Lake Mead[GwH],-1.0,-603.0,385.0
1891,2038-02-01,Hydro_Hoover Dam_Lake Mead[GwH],-1.0,-604.0,384.0
1892,2038-03-01,Hydro_Hoover Dam_Lake Mead[GwH],-2.0,-661.0,382.0
1893,2038-04-01,Hydro_Hoover Dam_Lake Mead[GwH],-2.0,-662.0,380.0
1894,2038-05-01,Hydro_Hoover Dam_Lake Mead[GwH],-2.0,-658.0,378.0
1895,2038-06-01,Hydro_Hoover Dam_Lake Mead[GwH],-2.0,-669.0,376.0
1896,2038-07-01,Hydro_Hoover Dam_Lake Mead[GwH],-2.0,-686.0,374.0
1897,2038-08-01,Hydro_Hoover Dam_Lake Mead[GwH],-2.0,-667.0,372.0
1898,2038-09-01,Hydro_Hoover Dam_Lake Mead[GwH],-1.0,-652.0,371.0
1899,2038-10-01,Hydro_Hoover Dam_Lake Mead[GwH],-1.0,-634.0,370.0
1900,2038-11-01,Hydro_Hoover Dam_Lake Mead[GwH],-2.0,-647.0,368.0
1901,2038-12-01,Hydro_Hoover Dam_Lake Mead[GwH],-1.0,-648.0,367.0
1902,2039-01-01,Hydro_Hoover Dam_Lake Mead[GwH],-1.0,-650.0,366.0
1903,2039-02-01,Hydro_Hoover Dam_Lake Mead[GwH],-1.0,-653.0,365.0
1904,2039-03-01,Hydro_Hoover Dam_Lake Mead[GwH],-2.0,-655.0,363.0
1905,2039-04-01,Hydro_Hoover Dam_Lake Mead[GwH],-3.0,-662.0,360.0
1906,2039-05-01,Hydro_Hoover Dam_Lake Mead[GwH],-3.0,-665.0,357.0
1907,2039-06-01,Hydro_Hoover Dam_Lake Mead[GwH],-1.0,-670.0,356.0
1908,2046-04-01,Hydro_Hoover Dam_Lake Mead[GwH],-1.0,-470.0,355.0
1909,2046-05-01,Hydro_Hoover Dam_Lake Mead[GwH],-1.0,-450.0,354.0
1910,2046-06-01,Hydro_Hoover Dam_Lake Mead[GwH],-1.0,-399.0,353.0
1911,2046-07-01,Hydro_Hoover Dam_Lake Mead[GwH],-1.0,-364.0,352.0
1912,2047-03-01,Hydro_Hoover Dam_Lake Mead[GwH],-1.0,-351.0,351.0
1913,2047-04-01,Hydro_Hoover Dam_Lake Mead[GwH],-1.0,-372.0,350.0
1914,2047-05-01,Hydro_Hoover Dam_Lake Mead[GwH],-1.0,-363.0,349.0
1915,2047-06-01,Hydro_Hoover Dam_Lake Mead[GwH],-1.0,-365.0,348.0
1916,2047-07-01,Hydro_Hoover Dam_Lake Mead[GwH],-1.0,-355.0,347.0
1917,2047-08-01,Hydro_Hoover Dam_Lake Mead[GwH],-1.0,-357.0,346.0
1918,2048-01-01,Hydro_Hoover Dam_Lake Mead[GwH],-1.0,-352.0,345.0
1919,2048-04-01,Hydro_Hoover Dam_Lake Mead[GwH],-1.0,-378.0,344.0
1920,2050-01-01,Hydro_Hoover Dam_Lake Mead[GwH],-1.0,-322.0,343.0
1921,2050-02-01,Hydro_Hoover Dam_Lake Mead[GwH],-1.0,-323.0,342.0
1922,2050-03-01,Hydro_Hoover Dam_Lake Mead[GwH],-1.0,-325.0,341.0
1923,2050-04-01,Hydro_Hoover Dam_Lake Mead[GwH],-1.0,-404.0,340.0
1924,2050-05-01,Hydro_Hoover Dam_Lake Mead[GwH],-1.0,-457.0,339.0
1925,2056-04-01,Hydro_Hoover Dam_Lake Mead[GwH],-1.0,-199.0,338.0
1926,2056-05-01,Hydro_Hoover Dam_Lake Mead[GwH],-1.0,-193.0,337.0
1927,2056-06-01,Hydro_Hoover Dam_Lake Mead[GwH],-1.0,-182.0,336.0
1928,2056-07-01,Hydro_Hoover Dam_Lake Mead[GwH],-1.0,-173.0,335.0
1929,2057-03-01,Hydro_Hoover Dam_Lake Mead[GwH],1.0,-208.0,336.0
1930,2057-04-01,Hydro_Hoover Dam_Lake Mead[GwH],1.0,-215.0,337.0
1931,2057-05-01,Hydro_Hoover Dam_Lake Mead[GwH],2.0,-216.0,339.0
1932,2057-06-01,Hydro_Hoover Dam_Lake Mead[GwH],1.0,-206.0,340.0
1933,2058-03-01,Hydro_Hoover Dam_Lake Mead[GwH],-2.0,-260.0,338.0
1934,2058-04-01,Hydro_Hoover Dam_Lake Mead[GwH],-2.0,-265.0,336.0
1935,2058-05-01,Hydro_Hoover Dam_Lake Mead[GwH],-3.0,-263.0,333.0
1936,2058-06-01,Hydro_Hoover Dam_Lake Mead[GwH],-3.0,-250.0,330.0
1937,2058-07-01,Hydro_Hoover Dam_Lake Mead[GwH],-3.0,-245.0,327.0
1938,2058-08-01,Hydro_Hoover Dam_Lake Mead[GwH],-2.0,-242.0,325.0
1939,2058-09-01,Hydro_Hoover Dam_Lake Mead[GwH],-1.0,-241.0,324.0
1940,2058-10-01,Hydro_Hoover Dam_Lake Mead[GwH],-1.0,-254.0,323.0
1941,2058-11-01,Hydro_Hoover Dam_Lake Mead[GwH],-1.0,-251.0,322.0
1942,2058-12-01,Hydro_Hoover Dam_Lake Mead[GwH],-1.0,-231.0,321.0
1943,2059-01-01,Hydro_Hoover Dam_Lake Mead[GwH],-1.0,-238.0,320.0
1944,2059-03-01,Hydro_Hoover Dam_Lake Mead[GwH],-2.0,-186.0,318.0
1945,2059-04-01,Hydro_Hoover Dam_Lake Mead[GwH],-2.0,-196.0,316.0
1946,2059-05-01,Hydro_Hoover Dam_Lake Mead[GwH],-2.0,-197.0,314.0
1947,2059-06-01,Hydro_Hoover Dam_Lake Mead[GwH],-1.0,-167.0,313.0
1948,2059-07-01,Hydro_Hoover Dam_Lake Mead[GwH],-1.0,-154.0,312.0
1949,2059-08-01,Hydro_Hoover Dam_Lake Mead[GwH],-1.0,-146.0,311.0
1950,2060-04-01,Hydro_Hoover Dam_Lake Mead[GwH],-1.0,-258.0,310.0
1951,2061-07-01,Hydro_Hoover Dam_Lake Mead[GwH],1.0,-209.0,311.0
1952,2062-03-01,Hydro_Hoover Dam_Lake Mead[GwH],1.0,-196.0,312.0
1953,2062-04-01,Hydro_Hoover Dam_Lake Mead[GwH],1.0,-206.0,313.0
1954,2062-05-01,Hydro_Hoover Dam_Lake Mead[GwH],1.0,-212.0,314.0
1955,2062-06-01,Hydro_Hoover Dam_Lake Mead[GwH],1.0,-224.0,315.0
1956,2062-07-01,Hydro_Hoover Dam_Lake Mead[GwH],1.0,-211.0,316.0
1957,2069-03-01,Hydro_Hoover Dam_Lake Mead[GwH],1.0,-95.0,317.0
1958,2069-04-01,Hydro_Hoover Dam_Lake Mead[GwH],2.0,-104.0,319.0
1959,2069-05-01,Hydro_Hoover Dam_Lake Mead[GwH],2.0,-103.0,321.0
1960,2069-06-01,Hydro_Hoover Dam_Lake Mead[GwH],2.0,-93.0,323.0
1961,2069-07-01,Hydro_Hoover Dam_Lake Mead[GwH],2.0,-78.0,325.0
1962,2069-08-01,Hydro_Hoover Dam_Lake Mead[GwH],2.0,-73.0,327.0
1963,2069-09-01,Hydro_Hoover Dam_Lake Mead[GwH],1.0,-67.0,328.0
1964,2069-11-01,Hydro_Hoover Dam_Lake Mead[GwH],1.0,-61.0,329.0
1965,2070-01-01,Hydro_Hoover Dam_Lake Mead[GwH],1.0,-51.0,330.0
1966,2070-03-01,Hydro_Hoover Dam_Lake Mead[GwH],1.0,-41.0,331.0
1967,2070-04-01,Hydro_Hoover Dam_Lake Mead[GwH],1.0,-32.0,332.0
1968,2026-11-01,Hydro_Horse Mesa[GwH],1.0,-2534.0,1.0
1969,2027-04-01,Hydro_Horse Mesa[GwH],-1.0,-2164.0,0.0
1970,2029-02-01,Hydro_Horse Mesa[GwH],7.0,-1230.0,7.0
1971,2029-04-01,Hydro_Horse Mesa[GwH],-3.0,-1249.0,4.0
1972,2030-02-01,Hydro_Horse Mesa[GwH],-2.0,-1206.0,2.0
1973,2031-10-01,Hydro_Horse Mesa[GwH],-1.0,-1196.0,1.0
1974,2032-11-01,Hydro_Horse Mesa[GwH],2.0,-1400.0,3.0
1975,2033-06-01,Hydro_Horse Mesa[GwH],2.0,-1406.0,5.0
1976,2033-07-01,Hydro_Horse Mesa[GwH],2.0,-1424.0,7.0
1977,2033-08-01,Hydro_Horse Mesa[GwH],2.0,-1428.0,9.0
1978,2033-09-01,Hydro_Horse Mesa[GwH],1.0,-1387.0,10.0
1979,2033-10-01,Hydro_Horse Mesa[GwH],1.0,-1367.0,11.0
1980,2034-01-01,Hydro_Horse Mesa[GwH],-2.0,-1317.0,9.0
1981,2034-02-01,Hydro_Horse Mesa[GwH],-4.0,-1295.0,5.0
1982,2034-04-01,Hydro_Horse Mesa[GwH],-2.0,-1226.0,3.0
1983,2034-05-01,Hydro_Horse Mesa[GwH],1.0,-1184.0,4.0
1984,2034-09-01,Hydro_Horse Mesa[GwH],1.0,-987.0,5.0
1985,2035-03-01,Hydro_Horse Mesa[GwH],-1.0,-756.0,4.0
1986,2035-04-01,Hydro_Horse Mesa[GwH],-1.0,-712.0,3.0
1987,2035-05-01,Hydro_Horse Mesa[GwH],-1.0,-673.0,2.0
1988,2035-09-01,Hydro_Horse Mesa[GwH],-2.0,-531.0,0.0
1989,2036-01-01,Hydro_Horse Mesa[GwH],2.0,-480.0,2.0
1990,2036-02-01,Hydro_Horse Mesa[GwH],-1.0,-480.0,1.0
1991,2036-03-01,Hydro_Horse Mesa[GwH],-4.0,-484.0,-3.0
1992,2036-08-01,Hydro_Horse Mesa[GwH],1.0,-512.0,-2.0
1993,2037-02-01,Hydro_Horse Mesa[GwH],-2.0,-531.0,-4.0
1994,2037-03-01,Hydro_Horse Mesa[GwH],-2.0,-538.0,-6.0
1995,2037-04-01,Hydro_Horse Mesa[GwH],-1.0,-547.0,-7.0
1996,2037-06-01,Hydro_Horse Mesa[GwH],1.0,-566.0,-6.0
1997,2037-07-01,Hydro_Horse Mesa[GwH],1.0,-578.0,-5.0
1998,2037-10-01,Hydro_Horse Mesa[GwH],-1.0,-597.0,-6.0
1999,2037-11-01,Hydro_Horse Mesa[GwH],-2.0,-600.0,-8.0
2000,2037-12-01,Hydro_Horse Mesa[GwH],-2.0,-603.0,-10.0
2001,2038-01-01,Hydro_Horse Mesa[GwH],-1.0,-603.0,-11.0
2002,2038-05-01,Hydro_Horse Mesa[GwH],2.0,-658.0,-9.0
2003,2038-06-01,Hydro_Horse Mesa[GwH],2.0,-669.0,-7.0
2004,2038-07-01,Hydro_Horse Mesa[GwH],1.0,-686.0,-6.0
2005,2038-08-01,Hydro_Horse Mesa[GwH],1.0,-667.0,-5.0
2006,2038-09-01,Hydro_Horse Mesa[GwH],1.0,-652.0,-4.0
2007,2038-10-01,Hydro_Horse Mesa[GwH],4.0,-634.0,0.0
2008,2038-11-01,Hydro_Horse Mesa[GwH],-1.0,-647.0,-1.0
2009,2038-12-01,Hydro_Horse Mesa[GwH],-2.0,-648.0,-3.0
2010,2039-04-01,Hydro_Horse Mesa[GwH],-3.0,-662.0,-6.0
2011,2039-05-01,Hydro_Horse Mesa[GwH],1.0,-665.0,-5.0
2012,2039-06-01,Hydro_Horse Mesa[GwH],2.0,-670.0,-3.0
2013,2039-07-01,Hydro_Horse Mesa[GwH],2.0,-688.0,-1.0
2014,2039-08-01,Hydro_Horse Mesa[GwH],2.0,-682.0,1.0
2015,2039-09-01,Hydro_Horse Mesa[GwH],1.0,-663.0,2.0
2016,2040-01-01,Hydro_Horse Mesa[GwH],3.0,-632.0,5.0
2017,2040-02-01,Hydro_Horse Mesa[GwH],-4.0,-636.0,1.0
2018,2040-03-01,Hydro_Horse Mesa[GwH],-2.0,-638.0,-1.0
2019,2040-04-01,Hydro_Horse Mesa[GwH],-3.0,-683.0,-4.0
2020,2040-05-01,Hydro_Horse Mesa[GwH],1.0,-674.0,-3.0
2021,2040-06-01,Hydro_Horse Mesa[GwH],1.0,-673.0,-2.0
2022,2040-10-01,Hydro_Horse Mesa[GwH],1.0,-617.0,-1.0
2023,2040-11-01,Hydro_Horse Mesa[GwH],1.0,-604.0,0.0
2024,2040-12-01,Hydro_Horse Mesa[GwH],1.0,-610.0,1.0
2025,2041-01-01,Hydro_Horse Mesa[GwH],-1.0,-610.0,0.0
2026,2041-02-01,Hydro_Horse Mesa[GwH],-2.0,-637.0,-2.0
2027,2041-03-01,Hydro_Horse Mesa[GwH],-2.0,-603.0,-4.0
2028,2041-04-01,Hydro_Horse Mesa[GwH],-2.0,-606.0,-6.0
2029,2041-05-01,Hydro_Horse Mesa[GwH],-3.0,-605.0,-9.0
2030,2041-06-01,Hydro_Horse Mesa[GwH],1.0,-600.0,-8.0
2031,2041-07-01,Hydro_Horse Mesa[GwH],1.0,-589.0,-7.0
2032,2041-08-01,Hydro_Horse Mesa[GwH],2.0,-604.0,-5.0
2033,2041-09-01,Hydro_Horse Mesa[GwH],2.0,-589.0,-3.0
2034,2041-11-01,Hydro_Horse Mesa[GwH],1.0,-574.0,-2.0
2035,2041-12-01,Hydro_Horse Mesa[GwH],1.0,-569.0,-1.0
2036,2042-01-01,Hydro_Horse Mesa[GwH],-2.0,-569.0,-3.0
2037,2042-05-01,Hydro_Horse Mesa[GwH],1.0,-580.0,-2.0
2038,2042-06-01,Hydro_Horse Mesa[GwH],1.0,-580.0,-1.0
2039,2042-07-01,Hydro_Horse Mesa[GwH],1.0,-565.0,0.0
2040,2042-08-01,Hydro_Horse Mesa[GwH],1.0,-540.0,1.0
2041,2042-09-01,Hydro_Horse Mesa[GwH],2.0,-540.0,3.0
2042,2042-10-01,Hydro_Horse Mesa[GwH],1.0,-499.0,4.0
2043,2042-11-01,Hydro_Horse Mesa[GwH],2.0,-490.0,6.0
2044,2042-12-01,Hydro_Horse Mesa[GwH],1.0,-486.0,7.0
2045,2043-01-01,Hydro_Horse Mesa[GwH],6.0,-480.0,13.0
2046,2043-02-01,Hydro_Horse Mesa[GwH],2.0,-474.0,15.0
2047,2043-03-01,Hydro_Horse Mesa[GwH],1.0,-468.0,16.0
2048,2043-11-01,Hydro_Horse Mesa[GwH],3.0,-476.0,19.0
2049,2043-12-01,Hydro_Horse Mesa[GwH],1.0,-480.0,20.0
2050,2044-01-01,Hydro_Horse Mesa[GwH],2.0,-469.0,22.0
2051,2044-02-01,Hydro_Horse Mesa[GwH],2.0,-465.0,24.0
2052,2044-03-01,Hydro_Horse Mesa[GwH],-2.0,-437.0,22.0
2053,2044-04-01,Hydro_Horse Mesa[GwH],-2.0,-454.0,20.0
2054,2046-05-01,Hydro_Horse Mesa[GwH],1.0,-450.0,21.0
2055,2046-06-01,Hydro_Horse Mesa[GwH],1.0,-399.0,22.0
2056,2046-08-01,Hydro_Horse Mesa[GwH],1.0,-353.0,23.0
2057,2046-12-01,Hydro_Horse Mesa[GwH],2.0,-327.0,25.0
2058,2047-04-01,Hydro_Horse Mesa[GwH],1.0,-372.0,26.0
2059,2047-05-01,Hydro_Horse Mesa[GwH],1.0,-363.0,27.0
2060,2047-08-01,Hydro_Horse Mesa[GwH],2.0,-357.0,29.0
2061,2047-10-01,Hydro_Horse Mesa[GwH],1.0,-355.0,30.0
2062,2048-06-01,Hydro_Horse Mesa[GwH],1.0,-397.0,31.0
2063,2048-09-01,Hydro_Horse Mesa[GwH],1.0,-329.0,32.0
2064,2051-09-01,Hydro_Horse Mesa[GwH],-2.0,-313.0,30.0
