,Date,Location,Reduction_in_hydropower_generation,Running_total,Location_running_total
867,2024-10-01,Hydro_Devil Canyon[GwH],2.0,30.0,28.0
868,2024-11-01,Hydro_Devil Canyon[GwH],1.0,32.0,29.0
869,2025-01-01,Hydro_Devil Canyon[GwH],-5.0,28.0,24.0
870,2025-04-01,Hydro_Devil Canyon[GwH],4.0,28.0,28.0
871,2025-05-01,Hydro_Devil Canyon[GwH],57.0,83.0,85.0
872,2025-08-01,Hydro_Devil Canyon[GwH],-9.0,-632.0,76.0
873,2025-09-01,Hydro_Devil Canyon[GwH],-7.0,-852.0,69.0
874,2025-10-01,Hydro_Devil Canyon[GwH],-5.0,-1116.0,64.0
875,2025-11-01,Hydro_Devil Canyon[GwH],-2.0,-1292.0,62.0
876,2025-12-01,Hydro_Devil Canyon[GwH],3.0,-1433.0,65.0
877,2026-01-01,Hydro_Devil Canyon[GwH],76.0,-1835.0,141.0
878,2026-02-01,Hydro_Devil Canyon[GwH],58.0,-1983.0,199.0
879,2026-03-01,Hydro_Devil Canyon[GwH],29.0,-1919.0,228.0
880,2026-04-01,Hydro_Devil Canyon[GwH],7.0,-2195.0,235.0
881,2026-06-01,Hydro_Devil Canyon[GwH],-16.0,-2835.0,219.0
882,2026-07-01,Hydro_Devil Canyon[GwH],40.0,-2835.0,259.0
883,2026-08-01,Hydro_Devil Canyon[GwH],-37.0,-2740.0,222.0
884,2026-11-01,Hydro_Devil Canyon[GwH],-11.0,-2534.0,211.0
885,2027-02-01,Hydro_Devil Canyon[GwH],19.0,-2293.0,230.0
886,2027-04-01,Hydro_Devil Canyon[GwH],1.0,-2164.0,231.0
887,2027-07-01,Hydro_Devil Canyon[GwH],8.0,-1920.0,239.0
888,2027-08-01,Hydro_Devil Canyon[GwH],-34.0,-1904.0,205.0
889,2027-10-01,Hydro_Devil Canyon[GwH],4.0,-1752.0,209.0
890,2027-11-01,Hydro_Devil Canyon[GwH],37.0,-1690.0,246.0
891,2028-02-01,Hydro_Devil Canyon[GwH],-11.0,-1632.0,235.0
892,2028-06-01,Hydro_Devil Canyon[GwH],-2.0,-1460.0,233.0
893,2028-07-01,Hydro_Devil Canyon[GwH],44.0,-1376.0,277.0
894,2028-08-01,Hydro_Devil Canyon[GwH],36.0,-1315.0,313.0
895,2028-10-01,Hydro_Devil Canyon[GwH],3.0,-1287.0,316.0
896,2029-01-01,Hydro_Devil Canyon[GwH],31.0,-1232.0,347.0
897,2029-06-01,Hydro_Devil Canyon[GwH],-2.0,-1270.0,345.0
898,2029-07-01,Hydro_Devil Canyon[GwH],-4.0,-1284.0,341.0
899,2029-09-01,Hydro_Devil Canyon[GwH],2.0,-1274.0,343.0
900,2029-10-01,Hydro_Devil Canyon[GwH],-5.0,-1273.0,338.0
901,2029-11-01,Hydro_Devil Canyon[GwH],-5.0,-1280.0,333.0
902,2029-12-01,Hydro_Devil Canyon[GwH],1.0,-1264.0,334.0
903,2030-01-01,Hydro_Devil Canyon[GwH],5.0,-1248.0,339.0
904,2030-02-01,Hydro_Devil Canyon[GwH],9.0,-1206.0,348.0
905,2030-03-01,Hydro_Devil Canyon[GwH],15.0,-1162.0,363.0
906,2030-04-01,Hydro_Devil Canyon[GwH],22.0,-1101.0,385.0
907,2030-07-01,Hydro_Devil Canyon[GwH],-2.0,-1030.0,383.0
908,2030-08-01,Hydro_Devil Canyon[GwH],7.0,-1001.0,390.0
909,2030-09-01,Hydro_Devil Canyon[GwH],-8.0,-1006.0,382.0
910,2030-10-01,Hydro_Devil Canyon[GwH],-3.0,-1000.0,379.0
911,2030-12-01,Hydro_Devil Canyon[GwH],-1.0,-982.0,378.0
912,2031-01-01,Hydro_Devil Canyon[GwH],-10.0,-990.0,368.0
913,2031-03-01,Hydro_Devil Canyon[GwH],32.0,-963.0,400.0
914,2031-04-01,Hydro_Devil Canyon[GwH],-62.0,-1045.0,338.0
915,2031-07-01,Hydro_Devil Canyon[GwH],11.0,-1104.0,349.0
916,2031-08-01,Hydro_Devil Canyon[GwH],-4.0,-1121.0,345.0
917,2031-09-01,Hydro_Devil Canyon[GwH],-23.0,-1171.0,322.0
918,2031-10-01,Hydro_Devil Canyon[GwH],6.0,-1196.0,328.0
919,2031-11-01,Hydro_Devil Canyon[GwH],14.0,-1220.0,342.0
920,2032-05-01,Hydro_Devil Canyon[GwH],-25.0,-1409.0,317.0
921,2032-06-01,Hydro_Devil Canyon[GwH],3.0,-1419.0,320.0
922,2032-09-01,Hydro_Devil Canyon[GwH],30.0,-1408.0,350.0
923,2032-11-01,Hydro_Devil Canyon[GwH],4.0,-1400.0,354.0
924,2033-01-01,Hydro_Devil Canyon[GwH],-59.0,-1456.0,295.0
925,2033-03-01,Hydro_Devil Canyon[GwH],32.0,-1408.0,327.0
926,2033-05-01,Hydro_Devil Canyon[GwH],-53.0,-1430.0,274.0
927,2033-06-01,Hydro_Devil Canyon[GwH],10.0,-1406.0,284.0
928,2033-07-01,Hydro_Devil Canyon[GwH],-49.0,-1424.0,235.0
929,2033-08-01,Hydro_Devil Canyon[GwH],-27.0,-1428.0,208.0
930,2033-09-01,Hydro_Devil Canyon[GwH],28.0,-1387.0,236.0
931,2033-10-01,Hydro_Devil Canyon[GwH],10.0,-1367.0,246.0
932,2033-11-01,Hydro_Devil Canyon[GwH],11.0,-1341.0,257.0
933,2034-03-01,Hydro_Devil Canyon[GwH],1.0,-1261.0,258.0
934,2034-06-01,Hydro_Devil Canyon[GwH],-4.0,-1141.0,254.0
935,2034-07-01,Hydro_Devil Canyon[GwH],-4.0,-1092.0,250.0
936,2034-08-01,Hydro_Devil Canyon[GwH],7.0,-1031.0,257.0
937,2034-09-01,Hydro_Devil Canyon[GwH],-6.0,-987.0,251.0
938,2034-10-01,Hydro_Devil Canyon[GwH],-8.0,-969.0,243.0
939,2034-11-01,Hydro_Devil Canyon[GwH],-7.0,-937.0,236.0
940,2034-12-01,Hydro_Devil Canyon[GwH],5.0,-905.0,241.0
941,2035-01-01,Hydro_Devil Canyon[GwH],4.0,-852.0,245.0
942,2035-02-01,Hydro_Devil Canyon[GwH],-7.0,-825.0,238.0
943,2035-03-01,Hydro_Devil Canyon[GwH],16.0,-756.0,254.0
944,2035-06-01,Hydro_Devil Canyon[GwH],-4.0,-637.0,250.0
945,2035-07-01,Hydro_Devil Canyon[GwH],18.0,-578.0,268.0
946,2035-08-01,Hydro_Devil Canyon[GwH],1.0,-551.0,269.0
947,2035-09-01,Hydro_Devil Canyon[GwH],5.0,-531.0,274.0
948,2035-11-01,Hydro_Devil Canyon[GwH],-5.0,-492.0,269.0
949,2035-12-01,Hydro_Devil Canyon[GwH],-6.0,-483.0,263.0
950,2036-01-01,Hydro_Devil Canyon[GwH],-2.0,-480.0,261.0
951,2036-05-01,Hydro_Devil Canyon[GwH],-21.0,-513.0,240.0
952,2036-06-01,Hydro_Devil Canyon[GwH],-3.0,-514.0,237.0
953,2036-07-01,Hydro_Devil Canyon[GwH],4.0,-510.0,241.0
954,2036-09-01,Hydro_Devil Canyon[GwH],2.0,-514.0,243.0
955,2036-10-01,Hydro_Devil Canyon[GwH],12.0,-520.0,255.0
956,2036-11-01,Hydro_Devil Canyon[GwH],-5.0,-526.0,250.0
957,2037-01-01,Hydro_Devil Canyon[GwH],5.0,-525.0,255.0
958,2037-03-01,Hydro_Devil Canyon[GwH],1.0,-538.0,256.0
959,2037-06-01,Hydro_Devil Canyon[GwH],-6.0,-566.0,250.0
960,2037-07-01,Hydro_Devil Canyon[GwH],-15.0,-578.0,235.0
961,2037-08-01,Hydro_Devil Canyon[GwH],2.0,-582.0,237.0
962,2037-09-01,Hydro_Devil Canyon[GwH],2.0,-584.0,239.0
963,2037-10-01,Hydro_Devil Canyon[GwH],-4.0,-597.0,235.0
964,2037-11-01,Hydro_Devil Canyon[GwH],-1.0,-600.0,234.0
965,2038-02-01,Hydro_Devil Canyon[GwH],2.0,-604.0,236.0
966,2038-03-01,Hydro_Devil Canyon[GwH],-54.0,-661.0,182.0
967,2038-06-01,Hydro_Devil Canyon[GwH],-18.0,-669.0,164.0
968,2038-07-01,Hydro_Devil Canyon[GwH],-22.0,-686.0,142.0
969,2038-08-01,Hydro_Devil Canyon[GwH],16.0,-667.0,158.0
970,2038-10-01,Hydro_Devil Canyon[GwH],10.0,-634.0,168.0
971,2038-11-01,Hydro_Devil Canyon[GwH],-10.0,-647.0,158.0
972,2039-05-01,Hydro_Devil Canyon[GwH],-5.0,-665.0,153.0
973,2039-06-01,Hydro_Devil Canyon[GwH],-21.0,-670.0,132.0
974,2039-07-01,Hydro_Devil Canyon[GwH],-17.0,-688.0,115.0
975,2039-09-01,Hydro_Devil Canyon[GwH],13.0,-663.0,128.0
976,2039-10-01,Hydro_Devil Canyon[GwH],9.0,-657.0,137.0
977,2040-04-01,Hydro_Devil Canyon[GwH],-41.0,-683.0,96.0
978,2040-05-01,Hydro_Devil Canyon[GwH],-5.0,-674.0,91.0
979,2040-06-01,Hydro_Devil Canyon[GwH],-10.0,-673.0,81.0
980,2040-07-01,Hydro_Devil Canyon[GwH],16.0,-647.0,97.0
981,2040-08-01,Hydro_Devil Canyon[GwH],30.0,-619.0,127.0
982,2040-09-01,Hydro_Devil Canyon[GwH],8.0,-608.0,135.0
983,2040-10-01,Hydro_Devil Canyon[GwH],-12.0,-617.0,123.0
984,2041-02-01,Hydro_Devil Canyon[GwH],-34.0,-637.0,89.0
985,2041-03-01,Hydro_Devil Canyon[GwH],37.0,-603.0,126.0
986,2041-06-01,Hydro_Devil Canyon[GwH],-7.0,-600.0,119.0
987,2041-07-01,Hydro_Devil Canyon[GwH],3.0,-589.0,122.0
988,2041-08-01,Hydro_Devil Canyon[GwH],-20.0,-604.0,102.0
989,2041-09-01,Hydro_Devil Canyon[GwH],12.0,-589.0,114.0
990,2041-10-01,Hydro_Devil Canyon[GwH],12.0,-571.0,126.0
991,2042-01-01,Hydro_Devil Canyon[GwH],4.0,-569.0,130.0
992,2042-02-01,Hydro_Devil Canyon[GwH],-9.0,-579.0,121.0
993,2042-03-01,Hydro_Devil Canyon[GwH],35.0,-545.0,156.0
994,2042-04-01,Hydro_Devil Canyon[GwH],-54.0,-604.0,102.0
995,2042-05-01,Hydro_Devil Canyon[GwH],24.0,-580.0,126.0
996,2042-06-01,Hydro_Devil Canyon[GwH],-14.0,-580.0,112.0
997,2042-07-01,Hydro_Devil Canyon[GwH],3.0,-565.0,115.0
998,2042-08-01,Hydro_Devil Canyon[GwH],21.0,-540.0,136.0
999,2042-09-01,Hydro_Devil Canyon[GwH],5.0,-540.0,141.0
1000,2042-10-01,Hydro_Devil Canyon[GwH],13.0,-499.0,154.0
1001,2043-04-01,Hydro_Devil Canyon[GwH],-5.0,-464.0,149.0
1002,2043-05-01,Hydro_Devil Canyon[GwH],-7.0,-487.0,142.0
1003,2043-06-01,Hydro_Devil Canyon[GwH],25.0,-472.0,167.0
1004,2043-07-01,Hydro_Devil Canyon[GwH],-17.0,-480.0,150.0
1005,2043-08-01,Hydro_Devil Canyon[GwH],9.0,-462.0,159.0
1006,2043-09-01,Hydro_Devil Canyon[GwH],10.0,-457.0,169.0
1007,2043-10-01,Hydro_Devil Canyon[GwH],-9.0,-469.0,160.0
1008,2043-11-01,Hydro_Devil Canyon[GwH],-5.0,-476.0,155.0
1009,2044-04-01,Hydro_Devil Canyon[GwH],-5.0,-454.0,150.0
1010,2044-06-01,Hydro_Devil Canyon[GwH],-6.0,-447.0,144.0
1011,2044-07-01,Hydro_Devil Canyon[GwH],-12.0,-458.0,132.0
1012,2044-10-01,Hydro_Devil Canyon[GwH],-8.0,-462.0,124.0
1013,2044-11-01,Hydro_Devil Canyon[GwH],-5.0,-466.0,119.0
1014,2045-04-01,Hydro_Devil Canyon[GwH],12.0,-512.0,131.0
1015,2045-06-01,Hydro_Devil Canyon[GwH],-5.0,-536.0,126.0
1016,2045-07-01,Hydro_Devil Canyon[GwH],-7.0,-522.0,119.0
1017,2045-08-01,Hydro_Devil Canyon[GwH],-8.0,-512.0,111.0
1018,2045-09-01,Hydro_Devil Canyon[GwH],-7.0,-510.0,104.0
1019,2045-10-01,Hydro_Devil Canyon[GwH],-5.0,-508.0,99.0
1020,2045-11-01,Hydro_Devil Canyon[GwH],3.0,-515.0,102.0
1021,2046-05-01,Hydro_Devil Canyon[GwH],-8.0,-450.0,94.0
1022,2046-06-01,Hydro_Devil Canyon[GwH],14.0,-399.0,108.0
1023,2046-07-01,Hydro_Devil Canyon[GwH],23.0,-364.0,131.0
1024,2046-10-01,Hydro_Devil Canyon[GwH],-3.0,-337.0,128.0
1025,2047-03-01,Hydro_Devil Canyon[GwH],-6.0,-351.0,122.0
1026,2047-04-01,Hydro_Devil Canyon[GwH],-22.0,-372.0,100.0
1027,2047-05-01,Hydro_Devil Canyon[GwH],-7.0,-363.0,93.0
1028,2047-06-01,Hydro_Devil Canyon[GwH],-14.0,-365.0,79.0
1029,2047-07-01,Hydro_Devil Canyon[GwH],-1.0,-355.0,78.0
1030,2047-10-01,Hydro_Devil Canyon[GwH],-8.0,-355.0,70.0
1031,2048-05-01,Hydro_Devil Canyon[GwH],-1.0,-379.0,69.0
1032,2048-06-01,Hydro_Devil Canyon[GwH],-20.0,-397.0,49.0
1033,2048-07-01,Hydro_Devil Canyon[GwH],24.0,-361.0,73.0
1034,2048-09-01,Hydro_Devil Canyon[GwH],15.0,-329.0,88.0
1035,2048-10-01,Hydro_Devil Canyon[GwH],15.0,-321.0,103.0
1036,2048-11-01,Hydro_Devil Canyon[GwH],4.0,-339.0,107.0
1037,2049-02-01,Hydro_Devil Canyon[GwH],23.0,-327.0,130.0
1038,2049-04-01,Hydro_Devil Canyon[GwH],-50.0,-386.0,80.0
1039,2049-05-01,Hydro_Devil Canyon[GwH],-3.0,-387.0,77.0
1040,2049-06-01,Hydro_Devil Canyon[GwH],-22.0,-394.0,55.0
1041,2049-08-01,Hydro_Devil Canyon[GwH],25.0,-358.0,80.0
1042,2049-10-01,Hydro_Devil Canyon[GwH],4.0,-343.0,84.0
1043,2050-04-01,Hydro_Devil Canyon[GwH],-70.0,-404.0,14.0
1044,2050-05-01,Hydro_Devil Canyon[GwH],-52.0,-457.0,-38.0
1045,2050-06-01,Hydro_Devil Canyon[GwH],-7.0,-454.0,-45.0
1046,2050-09-01,Hydro_Devil Canyon[GwH],4.0,-427.0,-41.0
1047,2050-10-01,Hydro_Devil Canyon[GwH],12.0,-410.0,-29.0
1048,2051-03-01,Hydro_Devil Canyon[GwH],-1.0,-387.0,-30.0
1049,2051-04-01,Hydro_Devil Canyon[GwH],-6.0,-380.0,-36.0
1050,2051-05-01,Hydro_Devil Canyon[GwH],-8.0,-368.0,-44.0
1051,2051-06-01,Hydro_Devil Canyon[GwH],-10.0,-360.0,-54.0
1052,2051-07-01,Hydro_Devil Canyon[GwH],-11.0,-356.0,-65.0
1053,2051-08-01,Hydro_Devil Canyon[GwH],18.0,-316.0,-47.0
1054,2051-10-01,Hydro_Devil Canyon[GwH],3.0,-302.0,-44.0
1055,2051-11-01,Hydro_Devil Canyon[GwH],-5.0,-303.0,-49.0
1056,2052-01-01,Hydro_Devil Canyon[GwH],-29.0,-332.0,-78.0
1057,2052-03-01,Hydro_Devil Canyon[GwH],-36.0,-384.0,-114.0
1058,2052-04-01,Hydro_Devil Canyon[GwH],23.0,-367.0,-91.0
1059,2052-05-01,Hydro_Devil Canyon[GwH],-5.0,-363.0,-96.0
1060,2052-06-01,Hydro_Devil Canyon[GwH],-17.0,-359.0,-113.0
1061,2052-08-01,Hydro_Devil Canyon[GwH],17.0,-337.0,-96.0
1062,2052-10-01,Hydro_Devil Canyon[GwH],-10.0,-331.0,-106.0
1063,2052-11-01,Hydro_Devil Canyon[GwH],-6.0,-331.0,-112.0
1064,2053-05-01,Hydro_Devil Canyon[GwH],-9.0,-318.0,-121.0
1065,2053-06-01,Hydro_Devil Canyon[GwH],2.0,-298.0,-119.0
1066,2053-07-01,Hydro_Devil Canyon[GwH],-2.0,-289.0,-121.0
1067,2054-01-01,Hydro_Devil Canyon[GwH],-1.0,-278.0,-122.0
1068,2054-04-01,Hydro_Devil Canyon[GwH],-6.0,-260.0,-128.0
1069,2054-05-01,Hydro_Devil Canyon[GwH],-6.0,-254.0,-134.0
1070,2054-06-01,Hydro_Devil Canyon[GwH],-7.0,-242.0,-141.0
1071,2054-07-01,Hydro_Devil Canyon[GwH],-29.0,-260.0,-170.0
1072,2054-10-01,Hydro_Devil Canyon[GwH],-9.0,-253.0,-179.0
1073,2055-05-01,Hydro_Devil Canyon[GwH],-8.0,-258.0,-187.0
1074,2055-06-01,Hydro_Devil Canyon[GwH],-8.0,-254.0,-195.0
1075,2055-07-01,Hydro_Devil Canyon[GwH],10.0,-226.0,-185.0
1076,2055-10-01,Hydro_Devil Canyon[GwH],3.0,-219.0,-182.0
1077,2056-05-01,Hydro_Devil Canyon[GwH],-8.0,-193.0,-190.0
1078,2056-06-01,Hydro_Devil Canyon[GwH],-9.0,-182.0,-199.0
1079,2056-07-01,Hydro_Devil Canyon[GwH],-11.0,-173.0,-210.0
1080,2056-10-01,Hydro_Devil Canyon[GwH],-9.0,-165.0,-219.0
1081,2057-01-01,Hydro_Devil Canyon[GwH],10.0,-167.0,-209.0
1082,2057-02-01,Hydro_Devil Canyon[GwH],-38.0,-205.0,-247.0
1083,2057-04-01,Hydro_Devil Canyon[GwH],3.0,-215.0,-244.0
1084,2057-05-01,Hydro_Devil Canyon[GwH],-8.0,-216.0,-252.0
1085,2057-06-01,Hydro_Devil Canyon[GwH],-9.0,-206.0,-261.0
1086,2057-07-01,Hydro_Devil Canyon[GwH],-11.0,-205.0,-272.0
1087,2057-08-01,Hydro_Devil Canyon[GwH],1.0,-215.0,-271.0
1088,2057-10-01,Hydro_Devil Canyon[GwH],-19.0,-224.0,-290.0
1089,2058-04-01,Hydro_Devil Canyon[GwH],3.0,-265.0,-287.0
1090,2058-05-01,Hydro_Devil Canyon[GwH],13.0,-263.0,-274.0
1091,2058-06-01,Hydro_Devil Canyon[GwH],10.0,-250.0,-264.0
1092,2059-01-01,Hydro_Devil Canyon[GwH],-10.0,-238.0,-274.0
1093,2059-03-01,Hydro_Devil Canyon[GwH],57.0,-186.0,-217.0
1094,2059-05-01,Hydro_Devil Canyon[GwH],-1.0,-197.0,-218.0
1095,2059-06-01,Hydro_Devil Canyon[GwH],12.0,-167.0,-206.0
1096,2059-10-01,Hydro_Devil Canyon[GwH],-7.0,-135.0,-213.0
1097,2060-01-01,Hydro_Devil Canyon[GwH],-1.0,-151.0,-214.0
1098,2060-03-01,Hydro_Devil Canyon[GwH],-13.0,-205.0,-227.0
1099,2060-04-01,Hydro_Devil Canyon[GwH],-49.0,-258.0,-276.0
1100,2060-06-01,Hydro_Devil Canyon[GwH],-12.0,-252.0,-288.0
1101,2060-07-01,Hydro_Devil Canyon[GwH],-2.0,-241.0,-290.0
1102,2060-10-01,Hydro_Devil Canyon[GwH],-8.0,-226.0,-298.0
1103,2061-05-01,Hydro_Devil Canyon[GwH],9.0,-213.0,-289.0
1104,2062-04-01,Hydro_Devil Canyon[GwH],2.0,-206.0,-287.0
1105,2062-05-01,Hydro_Devil Canyon[GwH],-2.0,-212.0,-289.0
1106,2063-01-01,Hydro_Devil Canyon[GwH],-22.0,-226.0,-311.0
1107,2063-05-01,Hydro_Devil Canyon[GwH],69.0,-197.0,-242.0
1108,2063-07-01,Hydro_Devil Canyon[GwH],25.0,-180.0,-217.0
1109,2064-01-01,Hydro_Devil Canyon[GwH],-9.0,-143.0,-226.0
1110,2064-03-01,Hydro_Devil Canyon[GwH],-32.0,-175.0,-258.0
1111,2064-04-01,Hydro_Devil Canyon[GwH],19.0,-156.0,-239.0
1112,2064-05-01,Hydro_Devil Canyon[GwH],22.0,-142.0,-217.0
1113,2064-08-01,Hydro_Devil Canyon[GwH],6.0,-131.0,-211.0
1114,2065-05-01,Hydro_Devil Canyon[GwH],-9.0,-125.0,-220.0
1115,2065-06-01,Hydro_Devil Canyon[GwH],-11.0,-119.0,-231.0
1116,2065-10-01,Hydro_Devil Canyon[GwH],-8.0,-116.0,-239.0
1117,2065-11-01,Hydro_Devil Canyon[GwH],-6.0,-115.0,-245.0
1118,2066-04-01,Hydro_Devil Canyon[GwH],-7.0,-87.0,-252.0
1119,2066-07-01,Hydro_Devil Canyon[GwH],-12.0,-82.0,-264.0
1120,2066-08-01,Hydro_Devil Canyon[GwH],-11.0,-88.0,-275.0
1121,2066-09-01,Hydro_Devil Canyon[GwH],-9.0,-92.0,-284.0
1122,2066-10-01,Hydro_Devil Canyon[GwH],-7.0,-90.0,-291.0
1123,2066-11-01,Hydro_Devil Canyon[GwH],-3.0,-82.0,-294.0
1124,2066-12-01,Hydro_Devil Canyon[GwH],-1.0,-80.0,-295.0
1125,2067-01-01,Hydro_Devil Canyon[GwH],-2.0,-58.0,-297.0
1126,2067-02-01,Hydro_Devil Canyon[GwH],-1.0,-101.0,-298.0
1127,2067-03-01,Hydro_Devil Canyon[GwH],-2.0,-128.0,-300.0
1128,2067-07-01,Hydro_Devil Canyon[GwH],-12.0,-122.0,-312.0
1129,2067-08-01,Hydro_Devil Canyon[GwH],-11.0,-120.0,-323.0
1130,2067-09-01,Hydro_Devil Canyon[GwH],-7.0,-123.0,-330.0
1131,2067-10-01,Hydro_Devil Canyon[GwH],2.0,-128.0,-328.0
1132,2067-12-01,Hydro_Devil Canyon[GwH],18.0,-113.0,-310.0
1133,2068-05-01,Hydro_Devil Canyon[GwH],70.0,-61.0,-240.0
1134,2068-06-01,Hydro_Devil Canyon[GwH],-5.0,-71.0,-245.0
1135,2068-07-01,Hydro_Devil Canyon[GwH],21.0,-57.0,-224.0
1136,2069-05-01,Hydro_Devil Canyon[GwH],-5.0,-103.0,-229.0
1137,2069-06-01,Hydro_Devil Canyon[GwH],-8.0,-93.0,-237.0
1138,2069-10-01,Hydro_Devil Canyon[GwH],-8.0,-67.0,-245.0
1139,2070-04-01,Hydro_Devil Canyon[GwH],-7.0,-32.0,-252.0
1140,2070-07-01,Hydro_Devil Canyon[GwH],-12.0,-22.0,-264.0
1141,2070-08-01,Hydro_Devil Canyon[GwH],-10.0,-22.0,-274.0
1142,2070-09-01,Hydro_Devil Canyon[GwH],-5.0,-7.0,-279.0
1143,2070-10-01,Hydro_Devil Canyon[GwH],-12.0,-18.0,-291.0
1144,2070-12-01,Hydro_Devil Canyon[GwH],-4.0,-10.0,-295.0
1145,2025-08-01,Hydro_Diablo[GwH],-4.0,-632.0,-4.0
1146,2025-09-01,Hydro_Diablo[GwH],-3.0,-852.0,-7.0
1147,2025-10-01,Hydro_Diablo[GwH],-3.0,-1116.0,-10.0
1148,2025-11-01,Hydro_Diablo[GwH],-4.0,-1292.0,-14.0
1149,2025-12-01,Hydro_Diablo[GwH],-4.0,-1433.0,-18.0
1150,2026-01-01,Hydro_Diablo[GwH],-4.0,-1835.0,-22.0
1151,2026-02-01,Hydro_Diablo[GwH],-3.0,-1983.0,-25.0
1152,2026-03-01,Hydro_Diablo[GwH],-4.0,-1919.0,-29.0
1153,2026-04-01,Hydro_Diablo[GwH],-3.0,-2195.0,-32.0
1154,2026-05-01,Hydro_Diablo[GwH],-4.0,-2539.0,-36.0
1155,2026-06-01,Hydro_Diablo[GwH],-4.0,-2835.0,-40.0
1156,2026-07-01,Hydro_Diablo[GwH],-4.0,-2835.0,-44.0
1157,2026-08-01,Hydro_Diablo[GwH],1.0,-2740.0,-43.0
1158,2026-01-01,Hydro_Dion R Holm[GwH],-2.0,-1835.0,-2.0
1159,2026-08-01,Hydro_Dion R Holm[GwH],-2.0,-2740.0,-4.0
1160,2027-01-01,Hydro_Dion R Holm[GwH],-24.0,-2354.0,-28.0
1161,2027-03-01,Hydro_Dion R Holm[GwH],-5.0,-2277.0,-33.0
1162,2027-04-01,Hydro_Dion R Holm[GwH],30.0,-2164.0,-3.0
1163,2027-06-01,Hydro_Dion R Holm[GwH],1.0,-1983.0,-2.0
1164,2027-07-01,Hydro_Dion R Holm[GwH],1.0,-1920.0,-1.0
1165,2030-01-01,Hydro_Dion R Holm[GwH],-14.0,-1248.0,-15.0
1166,2030-02-01,Hydro_Dion R Holm[GwH],15.0,-1206.0,0.0
1167,2030-11-01,Hydro_Dion R Holm[GwH],2.0,-988.0,2.0
1168,2036-04-01,Hydro_Dion R Holm[GwH],2.0,-482.0,4.0
1169,2038-01-01,Hydro_Dion R Holm[GwH],2.0,-603.0,6.0
1170,2039-11-01,Hydro_Dion R Holm[GwH],1.0,-652.0,7.0
1171,2041-02-01,Hydro_Dion R Holm[GwH],8.0,-637.0,15.0
1172,2041-08-01,Hydro_Dion R Holm[GwH],-1.0,-604.0,14.0
1173,2042-01-01,Hydro_Dion R Holm[GwH],-2.0,-569.0,12.0
1174,2042-03-01,Hydro_Dion R Holm[GwH],-1.0,-545.0,11.0
1175,2044-03-01,Hydro_Dion R Holm[GwH],14.0,-437.0,25.0
1176,2044-04-01,Hydro_Dion R Holm[GwH],-12.0,-454.0,13.0
1177,2046-02-01,Hydro_Dion R Holm[GwH],2.0,-516.0,15.0
1178,2046-03-01,Hydro_Dion R Holm[GwH],3.0,-501.0,18.0
1179,2046-04-01,Hydro_Dion R Holm[GwH],3.0,-470.0,21.0
1180,2046-05-01,Hydro_Dion R Holm[GwH],3.0,-450.0,24.0
1181,2046-06-01,Hydro_Dion R Holm[GwH],2.0,-399.0,26.0
1182,2046-07-01,Hydro_Dion R Holm[GwH],2.0,-364.0,28.0
1183,2046-08-01,Hydro_Dion R Holm[GwH],2.0,-353.0,30.0
1184,2046-09-01,Hydro_Dion R Holm[GwH],1.0,-351.0,31.0
1185,2047-06-01,Hydro_Dion R Holm[GwH],-1.0,-365.0,30.0
1186,2049-01-01,Hydro_Dion R Holm[GwH],-2.0,-348.0,28.0
1187,2054-02-01,Hydro_Dion R Holm[GwH],1.0,-277.0,29.0
1188,2061-01-01,Hydro_Dion R Holm[GwH],9.0,-217.0,38.0
1189,2061-02-01,Hydro_Dion R Holm[GwH],-3.0,-214.0,35.0
1190,2067-02-01,Hydro_Dion R Holm[GwH],16.0,-101.0,51.0
1191,2067-03-01,Hydro_Dion R Holm[GwH],-29.0,-128.0,22.0
1192,2068-01-01,Hydro_Dion R Holm[GwH],-5.0,-120.0,17.0
1193,2025-08-01,Hydro_Don Pedro[GwH],3.0,-632.0,3.0
1194,2025-09-01,Hydro_Don Pedro[GwH],-1.0,-852.0,2.0
1195,2026-01-01,Hydro_Don Pedro[GwH],-1.0,-1835.0,1.0
1196,2026-04-01,Hydro_Don Pedro[GwH],-30.0,-2195.0,-29.0
1197,2026-06-01,Hydro_Don Pedro[GwH],3.0,-2835.0,-26.0
1198,2026-07-01,Hydro_Don Pedro[GwH],5.0,-2835.0,-21.0
1199,2026-08-01,Hydro_Don Pedro[GwH],9.0,-2740.0,-12.0
1200,2026-09-01,Hydro_Don Pedro[GwH],5.0,-2677.0,-7.0
1201,2026-10-01,Hydro_Don Pedro[GwH],3.0,-2601.0,-4.0
1202,2026-11-01,Hydro_Don Pedro[GwH],2.0,-2534.0,-2.0
1203,2026-12-01,Hydro_Don Pedro[GwH],4.0,-2445.0,2.0
1204,2027-01-01,Hydro_Don Pedro[GwH],14.0,-2354.0,16.0
1205,2027-04-01,Hydro_Don Pedro[GwH],13.0,-2164.0,29.0
1206,2027-05-01,Hydro_Don Pedro[GwH],15.0,-2042.0,44.0
1207,2027-06-01,Hydro_Don Pedro[GwH],12.0,-1983.0,56.0
1208,2027-07-01,Hydro_Don Pedro[GwH],10.0,-1920.0,66.0
1209,2027-08-01,Hydro_Don Pedro[GwH],7.0,-1904.0,73.0
