,Date,Location,Reduction_in_coverage,Running_total,Location_running_total
1161,2055-06-01,Coverage_OUT_MT_NE[Percent],11.0,5619.0,58.0
1162,2055-07-01,Coverage_OUT_MT_NE[Percent],10.0,5884.0,68.0
1163,2056-06-01,Coverage_OUT_MT_NE[Percent],2.0,6579.0,70.0
1164,2057-06-01,Coverage_OUT_MT_NE[Percent],16.0,6387.0,86.0
1165,2058-06-01,Coverage_OUT_MT_NE[Percent],-12.0,5252.0,74.0
1166,2058-07-01,Coverage_OUT_MT_NE[Percent],-10.0,5408.0,64.0
1167,2059-06-01,Coverage_OUT_MT_NE[Percent],-11.0,6362.0,53.0
1168,2060-05-01,Coverage_OUT_MT_NE[Percent],3.0,8009.0,56.0
1169,2060-06-01,Coverage_OUT_MT_NE[Percent],4.0,8024.0,60.0
1170,2060-07-01,Coverage_OUT_MT_NE[Percent],16.0,7820.0,76.0
1171,2061-06-01,Coverage_OUT_MT_NE[Percent],-17.0,7632.0,59.0
1172,2062-06-01,Coverage_OUT_MT_NE[Percent],-13.0,8582.0,46.0
1173,2063-08-01,Coverage_OUT_MT_NE[Percent],99.0,10461.0,145.0
1174,2063-09-01,Coverage_OUT_MT_NE[Percent],99.0,10705.0,244.0
1175,2064-05-01,Coverage_OUT_MT_NE[Percent],6.0,11794.0,250.0
1176,2064-06-01,Coverage_OUT_MT_NE[Percent],13.0,11885.0,263.0
1177,2064-07-01,Coverage_OUT_MT_NE[Percent],-8.0,11988.0,255.0
1178,2066-06-01,Coverage_OUT_MT_NE[Percent],4.0,10716.0,259.0
1179,2066-07-01,Coverage_OUT_MT_NE[Percent],-6.0,10811.0,253.0
1180,2067-06-01,Coverage_OUT_MT_NE[Percent],-12.0,11016.0,241.0
1181,2068-06-01,Coverage_OUT_MT_NE[Percent],-11.0,12208.0,230.0
1182,2068-07-01,Coverage_OUT_MT_NE[Percent],-9.0,12424.0,221.0
1183,2069-06-01,Coverage_OUT_MT_NE[Percent],-10.0,14326.0,211.0
1184,2069-07-01,Coverage_OUT_MT_NE[Percent],84.0,14522.0,295.0
1185,2069-08-01,Coverage_OUT_MT_NE[Percent],94.0,14820.0,389.0
1186,2069-09-01,Coverage_OUT_MT_NE[Percent],95.0,15111.0,484.0
1187,2070-06-01,Coverage_OUT_MT_NE[Percent],19.0,15861.0,503.0
1188,2070-07-01,Coverage_OUT_MT_NE[Percent],-2.0,16135.0,501.0
1189,2070-08-01,Coverage_OUT_MT_NE[Percent],96.0,16467.0,597.0
1190,2070-09-01,Coverage_OUT_MT_NE[Percent],99.0,16839.0,696.0
1191,2050-08-01,Coverage_OUT_MT_NW[Percent],97.0,2110.0,97.0
1192,2050-09-01,Coverage_OUT_MT_NW[Percent],97.0,2311.0,194.0
1193,2069-08-01,Coverage_OUT_MT_NW[Percent],97.0,14820.0,291.0
1194,2069-09-01,Coverage_OUT_MT_NW[Percent],98.0,15111.0,389.0
1195,2069-10-01,Coverage_OUT_MT_NW[Percent],99.0,15349.0,488.0
1196,2070-08-01,Coverage_OUT_MT_NW[Percent],97.0,16467.0,585.0
1197,2070-09-01,Coverage_OUT_MT_NW[Percent],99.0,16839.0,684.0
1198,2070-10-01,Coverage_OUT_MT_NW[Percent],97.0,17267.0,781.0
1199,2011-01-01,Coverage_OUT_MT_SW[Percent],95.0,95.0,95.0
1200,2011-08-01,Coverage_OUT_MT_SW[Percent],90.0,382.0,185.0
1201,2011-09-01,Coverage_OUT_MT_SW[Percent],1.0,479.0,186.0
1202,2011-10-01,Coverage_OUT_MT_SW[Percent],-3.0,476.0,183.0
1203,2011-11-01,Coverage_OUT_MT_SW[Percent],3.0,479.0,186.0
1204,2011-12-01,Coverage_OUT_MT_SW[Percent],96.0,575.0,282.0
1205,2012-01-01,Coverage_OUT_MT_SW[Percent],95.0,670.0,377.0
1206,2012-07-01,Coverage_OUT_MT_SW[Percent],10.0,404.0,387.0
1207,2012-09-01,Coverage_OUT_MT_SW[Percent],-2.0,389.0,385.0
1208,2012-11-01,Coverage_OUT_MT_SW[Percent],-1.0,327.0,384.0
1209,2012-12-01,Coverage_OUT_MT_SW[Percent],-1.0,326.0,383.0
1210,2013-01-01,Coverage_OUT_MT_SW[Percent],1.0,338.0,384.0
1211,2013-07-01,Coverage_OUT_MT_SW[Percent],-96.0,171.0,288.0
1212,2014-01-01,Coverage_OUT_MT_SW[Percent],-97.0,56.0,191.0
1213,2014-07-01,Coverage_OUT_MT_SW[Percent],9.0,-12.0,200.0
1214,2015-02-01,Coverage_OUT_MT_SW[Percent],97.0,-114.0,297.0
1215,2015-06-01,Coverage_OUT_MT_SW[Percent],12.0,-222.0,309.0
1216,2015-07-01,Coverage_OUT_MT_SW[Percent],11.0,-200.0,320.0
1217,2015-08-01,Coverage_OUT_MT_SW[Percent],-1.0,-201.0,319.0
1218,2015-12-01,Coverage_OUT_MT_SW[Percent],-98.0,-239.0,221.0
1219,2016-01-01,Coverage_OUT_MT_SW[Percent],-98.0,-337.0,123.0
1220,2016-08-01,Coverage_OUT_MT_SW[Percent],-98.0,-526.0,25.0
1221,2016-09-01,Coverage_OUT_MT_SW[Percent],-98.0,-664.0,-73.0
1222,2016-10-01,Coverage_OUT_MT_SW[Percent],-96.0,-600.0,-169.0
1223,2016-11-01,Coverage_OUT_MT_SW[Percent],-96.0,-696.0,-265.0
1224,2016-12-01,Coverage_OUT_MT_SW[Percent],-98.0,-794.0,-363.0
1225,2017-01-01,Coverage_OUT_MT_SW[Percent],-98.0,-892.0,-461.0
1226,2017-02-01,Coverage_OUT_MT_SW[Percent],-96.0,-988.0,-557.0
1227,2017-05-01,Coverage_OUT_MT_SW[Percent],-2.0,-884.0,-559.0
1228,2017-06-01,Coverage_OUT_MT_SW[Percent],-16.0,-675.0,-575.0
1229,2017-07-01,Coverage_OUT_MT_SW[Percent],18.0,-482.0,-557.0
1230,2017-12-01,Coverage_OUT_MT_SW[Percent],98.0,363.0,-459.0
1231,2018-07-01,Coverage_OUT_MT_SW[Percent],-2.0,651.0,-461.0
1232,2018-08-01,Coverage_OUT_MT_SW[Percent],1.0,678.0,-460.0
1233,2018-09-01,Coverage_OUT_MT_SW[Percent],-3.0,706.0,-463.0
1234,2018-10-01,Coverage_OUT_MT_SW[Percent],-3.0,889.0,-466.0
1235,2018-11-01,Coverage_OUT_MT_SW[Percent],-98.0,976.0,-564.0
1236,2018-12-01,Coverage_OUT_MT_SW[Percent],-98.0,1064.0,-662.0
1237,2019-01-01,Coverage_OUT_MT_SW[Percent],-98.0,1027.0,-760.0
1238,2019-02-01,Coverage_OUT_MT_SW[Percent],-96.0,989.0,-856.0
1239,2019-07-01,Coverage_OUT_MT_SW[Percent],16.0,1265.0,-840.0
1240,2019-08-01,Coverage_OUT_MT_SW[Percent],98.0,1390.0,-742.0
1241,2019-09-01,Coverage_OUT_MT_SW[Percent],3.0,1418.0,-739.0
1242,2019-10-01,Coverage_OUT_MT_SW[Percent],99.0,1636.0,-640.0
1243,2019-11-01,Coverage_OUT_MT_SW[Percent],96.0,1744.0,-544.0
1244,2019-12-01,Coverage_OUT_MT_SW[Percent],97.0,1841.0,-447.0
1245,2020-07-01,Coverage_OUT_MT_SW[Percent],5.0,2024.0,-442.0
1246,2020-08-01,Coverage_OUT_MT_SW[Percent],-96.0,1945.0,-538.0
1247,2020-09-01,Coverage_OUT_MT_SW[Percent],86.0,2056.0,-452.0
1248,2020-11-01,Coverage_OUT_MT_SW[Percent],-99.0,2209.0,-551.0
1249,2020-12-01,Coverage_OUT_MT_SW[Percent],-97.0,2097.0,-648.0
1250,2021-01-01,Coverage_OUT_MT_SW[Percent],-98.0,1986.0,-746.0
1251,2021-02-01,Coverage_OUT_MT_SW[Percent],-96.0,1890.0,-842.0
1252,2021-04-01,Coverage_OUT_MT_SW[Percent],-96.0,1704.0,-938.0
1253,2021-05-01,Coverage_OUT_MT_SW[Percent],-8.0,1640.0,-946.0
1254,2021-07-01,Coverage_OUT_MT_SW[Percent],10.0,1529.0,-936.0
1255,2021-08-01,Coverage_OUT_MT_SW[Percent],-1.0,1418.0,-937.0
1256,2021-09-01,Coverage_OUT_MT_SW[Percent],3.0,1292.0,-934.0
1257,2021-10-01,Coverage_OUT_MT_SW[Percent],3.0,1155.0,-931.0
1258,2021-12-01,Coverage_OUT_MT_SW[Percent],-1.0,1102.0,-932.0
1259,2022-02-01,Coverage_OUT_MT_SW[Percent],99.0,1201.0,-833.0
1260,2022-03-01,Coverage_OUT_MT_SW[Percent],98.0,1299.0,-735.0
1261,2022-06-01,Coverage_OUT_MT_SW[Percent],10.0,1412.0,-725.0
1262,2022-07-01,Coverage_OUT_MT_SW[Percent],-5.0,1454.0,-730.0
1263,2022-08-01,Coverage_OUT_MT_SW[Percent],-1.0,1489.0,-731.0
1264,2022-09-01,Coverage_OUT_MT_SW[Percent],3.0,1565.0,-728.0
1265,2022-10-01,Coverage_OUT_MT_SW[Percent],2.0,1622.0,-726.0
1266,2022-12-01,Coverage_OUT_MT_SW[Percent],-1.0,1925.0,-727.0
1267,2023-01-01,Coverage_OUT_MT_SW[Percent],2.0,1987.0,-725.0
1268,2023-06-01,Coverage_OUT_MT_SW[Percent],-11.0,2100.0,-736.0
1269,2023-07-01,Coverage_OUT_MT_SW[Percent],-88.0,2041.0,-824.0
1270,2023-09-01,Coverage_OUT_MT_SW[Percent],-2.0,2051.0,-826.0
1271,2023-11-01,Coverage_OUT_MT_SW[Percent],-3.0,1984.0,-829.0
1272,2024-01-01,Coverage_OUT_MT_SW[Percent],-2.0,1990.0,-831.0
1273,2024-02-01,Coverage_OUT_MT_SW[Percent],-97.0,1919.0,-928.0
1274,2024-07-01,Coverage_OUT_MT_SW[Percent],97.0,2184.0,-831.0
1275,2024-08-01,Coverage_OUT_MT_SW[Percent],4.0,2225.0,-827.0
1276,2024-10-01,Coverage_OUT_MT_SW[Percent],2.0,2374.0,-825.0
1277,2024-12-01,Coverage_OUT_MT_SW[Percent],97.0,2621.0,-728.0
1278,2025-07-01,Coverage_OUT_MT_SW[Percent],-6.0,2627.0,-734.0
1279,2025-10-01,Coverage_OUT_MT_SW[Percent],1.0,2579.0,-733.0
1280,2026-02-01,Coverage_OUT_MT_SW[Percent],-96.0,2536.0,-829.0
1281,2026-06-01,Coverage_OUT_MT_SW[Percent],13.0,2771.0,-816.0
1282,2026-08-01,Coverage_OUT_MT_SW[Percent],1.0,2964.0,-815.0
1283,2026-10-01,Coverage_OUT_MT_SW[Percent],-1.0,3163.0,-816.0
1284,2026-11-01,Coverage_OUT_MT_SW[Percent],-98.0,3088.0,-914.0
1285,2026-12-01,Coverage_OUT_MT_SW[Percent],-98.0,2895.0,-1012.0
1286,2027-08-01,Coverage_OUT_MT_SW[Percent],-11.0,3401.0,-1023.0
1287,2027-10-01,Coverage_OUT_MT_SW[Percent],3.0,3638.0,-1020.0
1288,2027-12-01,Coverage_OUT_MT_SW[Percent],-94.0,3433.0,-1114.0
1289,2028-01-01,Coverage_OUT_MT_SW[Percent],-98.0,3335.0,-1212.0
1290,2028-07-01,Coverage_OUT_MT_SW[Percent],9.0,3454.0,-1203.0
1291,2028-08-01,Coverage_OUT_MT_SW[Percent],90.0,3554.0,-1113.0
1292,2028-09-01,Coverage_OUT_MT_SW[Percent],2.0,3569.0,-1111.0
1293,2028-11-01,Coverage_OUT_MT_SW[Percent],98.0,3591.0,-1013.0
1294,2028-12-01,Coverage_OUT_MT_SW[Percent],-96.0,3395.0,-1109.0
1295,2029-01-01,Coverage_OUT_MT_SW[Percent],-97.0,3298.0,-1206.0
1296,2029-02-01,Coverage_OUT_MT_SW[Percent],-97.0,3201.0,-1303.0
1297,2029-07-01,Coverage_OUT_MT_SW[Percent],90.0,2983.0,-1213.0
1298,2029-09-01,Coverage_OUT_MT_SW[Percent],99.0,3037.0,-1114.0
1299,2029-10-01,Coverage_OUT_MT_SW[Percent],98.0,3133.0,-1016.0
1300,2029-11-01,Coverage_OUT_MT_SW[Percent],98.0,3131.0,-918.0
1301,2029-12-01,Coverage_OUT_MT_SW[Percent],98.0,3129.0,-820.0
1302,2030-01-01,Coverage_OUT_MT_SW[Percent],98.0,3227.0,-722.0
1303,2030-02-01,Coverage_OUT_MT_SW[Percent],98.0,3325.0,-624.0
1304,2030-06-01,Coverage_OUT_MT_SW[Percent],99.0,3374.0,-525.0
1305,2030-07-01,Coverage_OUT_MT_SW[Percent],88.0,3624.0,-437.0
1306,2030-08-01,Coverage_OUT_MT_SW[Percent],1.0,3637.0,-436.0
1307,2030-09-01,Coverage_OUT_MT_SW[Percent],4.0,3658.0,-432.0
1308,2030-10-01,Coverage_OUT_MT_SW[Percent],3.0,3840.0,-429.0
1309,2030-11-01,Coverage_OUT_MT_SW[Percent],5.0,3745.0,-424.0
1310,2031-01-01,Coverage_OUT_MT_SW[Percent],4.0,3649.0,-420.0
1311,2031-02-01,Coverage_OUT_MT_SW[Percent],98.0,3747.0,-322.0
1312,2031-03-01,Coverage_OUT_MT_SW[Percent],98.0,3845.0,-224.0
1313,2031-06-01,Coverage_OUT_MT_SW[Percent],-16.0,3659.0,-240.0
1314,2031-07-01,Coverage_OUT_MT_SW[Percent],1.0,3615.0,-239.0
1315,2031-08-01,Coverage_OUT_MT_SW[Percent],1.0,3566.0,-238.0
1316,2031-10-01,Coverage_OUT_MT_SW[Percent],-2.0,3331.0,-240.0
1317,2031-11-01,Coverage_OUT_MT_SW[Percent],-3.0,3084.0,-243.0
1318,2031-12-01,Coverage_OUT_MT_SW[Percent],-98.0,2853.0,-341.0
1319,2032-01-01,Coverage_OUT_MT_SW[Percent],-97.0,2719.0,-438.0
1320,2032-02-01,Coverage_OUT_MT_SW[Percent],-99.0,2589.0,-537.0
1321,2032-11-01,Coverage_OUT_MT_SW[Percent],2.0,1649.0,-535.0
1322,2032-12-01,Coverage_OUT_MT_SW[Percent],-1.0,1566.0,-536.0
1323,2033-02-01,Coverage_OUT_MT_SW[Percent],-99.0,1365.0,-635.0
1324,2033-06-01,Coverage_OUT_MT_SW[Percent],-2.0,1111.0,-637.0
1325,2033-07-01,Coverage_OUT_MT_SW[Percent],-2.0,1036.0,-639.0
1326,2033-08-01,Coverage_OUT_MT_SW[Percent],-2.0,973.0,-641.0
1327,2033-09-01,Coverage_OUT_MT_SW[Percent],-2.0,894.0,-643.0
1328,2033-10-01,Coverage_OUT_MT_SW[Percent],2.0,710.0,-641.0
1329,2034-01-01,Coverage_OUT_MT_SW[Percent],97.0,470.0,-544.0
1330,2034-07-01,Coverage_OUT_MT_SW[Percent],-11.0,-35.0,-555.0
1331,2034-10-01,Coverage_OUT_MT_SW[Percent],-2.0,-391.0,-557.0
1332,2034-12-01,Coverage_OUT_MT_SW[Percent],1.0,-993.0,-556.0
1333,2035-06-01,Coverage_OUT_MT_SW[Percent],15.0,-1104.0,-541.0
1334,2035-07-01,Coverage_OUT_MT_SW[Percent],89.0,-1035.0,-452.0
1335,2035-08-01,Coverage_OUT_MT_SW[Percent],-1.0,-1063.0,-453.0
1336,2035-10-01,Coverage_OUT_MT_SW[Percent],-2.0,-1130.0,-455.0
1337,2035-11-01,Coverage_OUT_MT_SW[Percent],-2.0,-1407.0,-457.0
1338,2036-06-01,Coverage_OUT_MT_SW[Percent],14.0,-1467.0,-443.0
1339,2036-12-01,Coverage_OUT_MT_SW[Percent],-99.0,-2313.0,-542.0
1340,2037-02-01,Coverage_OUT_MT_SW[Percent],-97.0,-2427.0,-639.0
1341,2037-07-01,Coverage_OUT_MT_SW[Percent],95.0,-1715.0,-544.0
1342,2037-08-01,Coverage_OUT_MT_SW[Percent],99.0,-1615.0,-445.0
1343,2037-09-01,Coverage_OUT_MT_SW[Percent],99.0,-1496.0,-346.0
1344,2037-10-01,Coverage_OUT_MT_SW[Percent],98.0,-1329.0,-248.0
1345,2038-01-01,Coverage_OUT_MT_SW[Percent],99.0,-1249.0,-149.0
1346,2038-06-01,Coverage_OUT_MT_SW[Percent],-2.0,-1044.0,-151.0
1347,2038-07-01,Coverage_OUT_MT_SW[Percent],95.0,-930.0,-56.0
1348,2039-01-01,Coverage_OUT_MT_SW[Percent],-97.0,-987.0,-153.0
1349,2039-07-01,Coverage_OUT_MT_SW[Percent],98.0,-706.0,-55.0
1350,2039-08-01,Coverage_OUT_MT_SW[Percent],99.0,-587.0,44.0
1351,2039-09-01,Coverage_OUT_MT_SW[Percent],99.0,-484.0,143.0
1352,2039-10-01,Coverage_OUT_MT_SW[Percent],100.0,-195.0,243.0
1353,2039-11-01,Coverage_OUT_MT_SW[Percent],98.0,-7.0,341.0
1354,2039-12-01,Coverage_OUT_MT_SW[Percent],98.0,116.0,439.0
1355,2040-01-01,Coverage_OUT_MT_SW[Percent],98.0,236.0,537.0
1356,2040-07-01,Coverage_OUT_MT_SW[Percent],4.0,45.0,541.0
1357,2040-11-01,Coverage_OUT_MT_SW[Percent],-2.0,240.0,539.0
1358,2040-12-01,Coverage_OUT_MT_SW[Percent],-96.0,144.0,443.0
1359,2041-01-01,Coverage_OUT_MT_SW[Percent],-96.0,48.0,347.0
1360,2041-07-01,Coverage_OUT_MT_SW[Percent],6.0,100.0,353.0
1361,2041-08-01,Coverage_OUT_MT_SW[Percent],97.0,360.0,450.0
1362,2041-09-01,Coverage_OUT_MT_SW[Percent],1.0,540.0,451.0
1363,2041-10-01,Coverage_OUT_MT_SW[Percent],97.0,811.0,548.0
1364,2041-11-01,Coverage_OUT_MT_SW[Percent],98.0,909.0,646.0
1365,2041-12-01,Coverage_OUT_MT_SW[Percent],2.0,911.0,648.0
1366,2042-01-01,Coverage_OUT_MT_SW[Percent],97.0,1008.0,745.0
1367,2042-07-01,Coverage_OUT_MT_SW[Percent],12.0,1199.0,757.0
1368,2042-08-01,Coverage_OUT_MT_SW[Percent],98.0,1319.0,855.0
1369,2042-09-01,Coverage_OUT_MT_SW[Percent],1.0,1347.0,856.0
1370,2042-11-01,Coverage_OUT_MT_SW[Percent],99.0,1615.0,955.0
1371,2042-12-01,Coverage_OUT_MT_SW[Percent],97.0,1712.0,1052.0
1372,2043-01-01,Coverage_OUT_MT_SW[Percent],97.0,1809.0,1149.0
1373,2043-07-01,Coverage_OUT_MT_SW[Percent],-11.0,1967.0,1138.0
1374,2043-10-01,Coverage_OUT_MT_SW[Percent],-2.0,2150.0,1136.0
1375,2043-11-01,Coverage_OUT_MT_SW[Percent],-97.0,2233.0,1039.0
1376,2043-12-01,Coverage_OUT_MT_SW[Percent],-96.0,2144.0,943.0
1377,2044-01-01,Coverage_OUT_MT_SW[Percent],-96.0,2048.0,847.0
1378,2044-06-01,Coverage_OUT_MT_SW[Percent],-17.0,1921.0,830.0
1379,2044-07-01,Coverage_OUT_MT_SW[Percent],-97.0,1828.0,733.0
1380,2044-09-01,Coverage_OUT_MT_SW[Percent],-3.0,1833.0,730.0
1381,2044-12-01,Coverage_OUT_MT_SW[Percent],-98.0,1936.0,632.0
1382,2045-01-01,Coverage_OUT_MT_SW[Percent],-99.0,1808.0,533.0
1383,2045-02-01,Coverage_OUT_MT_SW[Percent],-98.0,1676.0,435.0
1384,2045-05-01,Coverage_OUT_MT_SW[Percent],-4.0,1631.0,431.0
1385,2045-07-01,Coverage_OUT_MT_SW[Percent],-13.0,1537.0,418.0
1386,2045-08-01,Coverage_OUT_MT_SW[Percent],-2.0,1416.0,416.0
1387,2045-11-01,Coverage_OUT_MT_SW[Percent],-98.0,829.0,318.0
1388,2045-12-01,Coverage_OUT_MT_SW[Percent],-98.0,680.0,220.0
1389,2046-01-01,Coverage_OUT_MT_SW[Percent],-97.0,532.0,123.0
1390,2046-06-01,Coverage_OUT_MT_SW[Percent],12.0,313.0,135.0
1391,2046-07-01,Coverage_OUT_MT_SW[Percent],-10.0,202.0,125.0
1392,2046-10-01,Coverage_OUT_MT_SW[Percent],1.0,-236.0,126.0
1393,2046-12-01,Coverage_OUT_MT_SW[Percent],-1.0,-174.0,125.0
1394,2047-01-01,Coverage_OUT_MT_SW[Percent],-2.0,-176.0,123.0
1395,2047-06-01,Coverage_OUT_MT_SW[Percent],3.0,76.0,126.0
1396,2047-10-01,Coverage_OUT_MT_SW[Percent],2.0,241.0,128.0
1397,2047-11-01,Coverage_OUT_MT_SW[Percent],2.0,169.0,130.0
1398,2048-06-01,Coverage_OUT_MT_SW[Percent],-16.0,87.0,114.0
1399,2048-07-01,Coverage_OUT_MT_SW[Percent],83.0,144.0,197.0
1400,2048-08-01,Coverage_OUT_MT_SW[Percent],2.0,89.0,199.0
1401,2048-09-01,Coverage_OUT_MT_SW[Percent],2.0,22.0,201.0
1402,2048-10-01,Coverage_OUT_MT_SW[Percent],2.0,33.0,203.0
1403,2049-01-01,Coverage_OUT_MT_SW[Percent],2.0,255.0,205.0
1404,2049-06-01,Coverage_OUT_MT_SW[Percent],10.0,603.0,215.0
1405,2049-07-01,Coverage_OUT_MT_SW[Percent],87.0,760.0,302.0
1406,2049-08-01,Coverage_OUT_MT_SW[Percent],2.0,866.0,304.0
1407,2049-09-01,Coverage_OUT_MT_SW[Percent],3.0,1046.0,307.0
1408,2049-10-01,Coverage_OUT_MT_SW[Percent],2.0,1212.0,309.0
1409,2049-11-01,Coverage_OUT_MT_SW[Percent],3.0,1424.0,312.0
1410,2050-01-01,Coverage_OUT_MT_SW[Percent],97.0,1541.0,409.0
1411,2050-04-01,Coverage_OUT_MT_SW[Percent],17.0,1558.0,426.0
1412,2050-05-01,Coverage_OUT_MT_SW[Percent],98.0,1718.0,524.0
1413,2050-06-01,Coverage_OUT_MT_SW[Percent],99.0,1825.0,623.0
1414,2050-07-01,Coverage_OUT_MT_SW[Percent],89.0,1910.0,712.0
1415,2050-08-01,Coverage_OUT_MT_SW[Percent],1.0,2110.0,713.0
1416,2050-09-01,Coverage_OUT_MT_SW[Percent],2.0,2311.0,715.0
1417,2050-10-01,Coverage_OUT_MT_SW[Percent],2.0,2320.0,717.0
1418,2050-11-01,Coverage_OUT_MT_SW[Percent],99.0,2433.0,816.0
1419,2050-12-01,Coverage_OUT_MT_SW[Percent],100.0,2521.0,916.0
1420,2051-06-01,Coverage_OUT_MT_SW[Percent],-13.0,2496.0,903.0
1421,2051-07-01,Coverage_OUT_MT_SW[Percent],83.0,2574.0,986.0
1422,2051-12-01,Coverage_OUT_MT_SW[Percent],2.0,2380.0,988.0
1423,2052-06-01,Coverage_OUT_MT_SW[Percent],18.0,2784.0,1006.0
1424,2052-07-01,Coverage_OUT_MT_SW[Percent],89.0,2819.0,1095.0
1425,2052-08-01,Coverage_OUT_MT_SW[Percent],2.0,2809.0,1097.0
1426,2052-12-01,Coverage_OUT_MT_SW[Percent],-2.0,3047.0,1095.0
1427,2053-06-01,Coverage_OUT_MT_SW[Percent],15.0,2995.0,1110.0
1428,2053-07-01,Coverage_OUT_MT_SW[Percent],4.0,3241.0,1114.0
1429,2053-08-01,Coverage_OUT_MT_SW[Percent],98.0,3365.0,1212.0
1430,2053-09-01,Coverage_OUT_MT_SW[Percent],2.0,3402.0,1214.0
1431,2053-11-01,Coverage_OUT_MT_SW[Percent],-99.0,3661.0,1115.0
1432,2053-12-01,Coverage_OUT_MT_SW[Percent],-99.0,3812.0,1016.0
1433,2054-01-01,Coverage_OUT_MT_SW[Percent],-99.0,3802.0,917.0
1434,2054-02-01,Coverage_OUT_MT_SW[Percent],-99.0,3719.0,818.0
1435,2054-05-01,Coverage_OUT_MT_SW[Percent],-4.0,3786.0,814.0
1436,2054-07-01,Coverage_OUT_MT_SW[Percent],90.0,4255.0,904.0
1437,2054-08-01,Coverage_OUT_MT_SW[Percent],1.0,4427.0,905.0
1438,2054-11-01,Coverage_OUT_MT_SW[Percent],2.0,5104.0,907.0
1439,2055-01-01,Coverage_OUT_MT_SW[Percent],-2.0,5413.0,905.0
1440,2055-02-01,Coverage_OUT_MT_SW[Percent],-96.0,5381.0,809.0
1441,2055-06-01,Coverage_OUT_MT_SW[Percent],11.0,5619.0,820.0
1442,2055-07-01,Coverage_OUT_MT_SW[Percent],8.0,5884.0,828.0
1443,2055-08-01,Coverage_OUT_MT_SW[Percent],98.0,6013.0,926.0
1444,2055-11-01,Coverage_OUT_MT_SW[Percent],2.0,6438.0,928.0
1445,2055-12-01,Coverage_OUT_MT_SW[Percent],96.0,6693.0,1024.0
1446,2056-06-01,Coverage_OUT_MT_SW[Percent],16.0,6579.0,1040.0
1447,2056-07-01,Coverage_OUT_MT_SW[Percent],99.0,6683.0,1139.0
1448,2056-10-01,Coverage_OUT_MT_SW[Percent],2.0,6538.0,1141.0
1449,2056-11-01,Coverage_OUT_MT_SW[Percent],2.0,6689.0,1143.0
1450,2056-12-01,Coverage_OUT_MT_SW[Percent],2.0,6856.0,1145.0
1451,2057-01-01,Coverage_OUT_MT_SW[Percent],-99.0,6809.0,1046.0
1452,2057-07-01,Coverage_OUT_MT_SW[Percent],-81.0,6191.0,965.0
1453,2057-11-01,Coverage_OUT_MT_SW[Percent],1.0,5640.0,966.0
1454,2057-12-01,Coverage_OUT_MT_SW[Percent],-1.0,5515.0,965.0
1455,2058-07-01,Coverage_OUT_MT_SW[Percent],99.0,5408.0,1064.0
1456,2058-09-01,Coverage_OUT_MT_SW[Percent],2.0,5120.0,1066.0
1457,2059-01-01,Coverage_OUT_MT_SW[Percent],-99.0,5229.0,967.0
1458,2059-05-01,Coverage_OUT_MT_SW[Percent],99.0,5960.0,1066.0
1459,2059-06-01,Coverage_OUT_MT_SW[Percent],30.0,6362.0,1096.0
1460,2059-07-01,Coverage_OUT_MT_SW[Percent],100.0,6636.0,1196.0
1461,2059-08-01,Coverage_OUT_MT_SW[Percent],2.0,6828.0,1198.0
1462,2059-09-01,Coverage_OUT_MT_SW[Percent],2.0,6993.0,1200.0
1463,2059-11-01,Coverage_OUT_MT_SW[Percent],2.0,7544.0,1202.0
1464,2059-12-01,Coverage_OUT_MT_SW[Percent],2.0,7748.0,1204.0
1465,2060-07-01,Coverage_OUT_MT_SW[Percent],16.0,7820.0,1220.0
1466,2060-08-01,Coverage_OUT_MT_SW[Percent],1.0,7785.0,1221.0
1467,2060-10-01,Coverage_OUT_MT_SW[Percent],-98.0,7683.0,1123.0
1468,2060-11-01,Coverage_OUT_MT_SW[Percent],-2.0,7903.0,1121.0
1469,2060-12-01,Coverage_OUT_MT_SW[Percent],-97.0,7787.0,1024.0
1470,2061-01-01,Coverage_OUT_MT_SW[Percent],-98.0,7689.0,926.0
1471,2061-02-01,Coverage_OUT_MT_SW[Percent],-99.0,7590.0,827.0
1472,2061-05-01,Coverage_OUT_MT_SW[Percent],-6.0,7667.0,821.0
1473,2061-06-01,Coverage_OUT_MT_SW[Percent],-11.0,7632.0,810.0
1474,2061-07-01,Coverage_OUT_MT_SW[Percent],80.0,7878.0,890.0
1475,2061-09-01,Coverage_OUT_MT_SW[Percent],2.0,8093.0,892.0
1476,2061-12-01,Coverage_OUT_MT_SW[Percent],1.0,8586.0,893.0
1477,2062-01-01,Coverage_OUT_MT_SW[Percent],-98.0,8562.0,795.0
1478,2062-05-01,Coverage_OUT_MT_SW[Percent],9.0,8585.0,804.0
1479,2062-06-01,Coverage_OUT_MT_SW[Percent],3.0,8582.0,807.0
1480,2062-07-01,Coverage_OUT_MT_SW[Percent],5.0,8806.0,812.0
1481,2062-09-01,Coverage_OUT_MT_SW[Percent],1.0,8876.0,813.0
1482,2062-12-01,Coverage_OUT_MT_SW[Percent],1.0,9415.0,814.0
1483,2063-02-01,Coverage_OUT_MT_SW[Percent],-98.0,9438.0,716.0
1484,2063-06-01,Coverage_OUT_MT_SW[Percent],17.0,9767.0,733.0
1485,2063-07-01,Coverage_OUT_MT_SW[Percent],99.0,10130.0,832.0
1486,2063-08-01,Coverage_OUT_MT_SW[Percent],99.0,10461.0,931.0
