,Date,Location,Reduction_in_hydropower_generation,Running_total,Location_running_total
0,2036-10-01,Hydro_Albeni Falls[GwH],-1.0,-3426.0,-1.0
1,2036-12-01,Hydro_Albeni Falls[GwH],-1.0,-3667.0,-2.0
2,2037-01-01,Hydro_Albeni Falls[GwH],-1.0,-3667.0,-3.0
3,2037-02-01,Hydro_Albeni Falls[GwH],-1.0,-3838.0,-4.0
4,2037-03-01,Hydro_Albeni Falls[GwH],-2.0,-3910.0,-6.0
5,2037-04-01,Hydro_Albeni Falls[GwH],-3.0,-4054.0,-9.0
6,2037-05-01,Hydro_Albeni Falls[GwH],-4.0,-4304.0,-13.0
7,2037-06-01,Hydro_Albeni Falls[GwH],-4.0,-5074.0,-17.0
8,2037-07-01,Hydro_Albeni Falls[GwH],-3.0,-5849.0,-20.0
9,2037-08-01,Hydro_Albeni Falls[GwH],-3.0,-6563.0,-23.0
10,2037-09-01,Hydro_Albeni Falls[GwH],-2.0,-6938.0,-25.0
11,2037-10-01,Hydro_Albeni Falls[GwH],-1.0,-7065.0,-26.0
12,2037-11-01,Hydro_Albeni Falls[GwH],-1.0,-7261.0,-27.0
13,2037-12-01,Hydro_Albeni Falls[GwH],-1.0,-7713.0,-28.0
14,2038-01-01,Hydro_Albeni Falls[GwH],-1.0,-8144.0,-29.0
15,2038-02-01,Hydro_Albeni Falls[GwH],-1.0,-8418.0,-30.0
16,2038-03-01,Hydro_Albeni Falls[GwH],-1.0,-9152.0,-31.0
17,2038-04-01,Hydro_Albeni Falls[GwH],-1.0,-9401.0,-32.0
18,2038-05-01,Hydro_Albeni Falls[GwH],-2.0,-10387.0,-34.0
19,2038-06-01,Hydro_Albeni Falls[GwH],-1.0,-10346.0,-35.0
20,2038-07-01,Hydro_Albeni Falls[GwH],-1.0,-10599.0,-36.0
21,2042-12-01,Hydro_Albeni Falls[GwH],-1.0,-17209.0,-37.0
22,2043-01-01,Hydro_Albeni Falls[GwH],-1.0,-16876.0,-38.0
23,2043-02-01,Hydro_Albeni Falls[GwH],-1.0,-16711.0,-39.0
24,2043-03-01,Hydro_Albeni Falls[GwH],-2.0,-16607.0,-41.0
25,2043-04-01,Hydro_Albeni Falls[GwH],-3.0,-16631.0,-44.0
26,2043-05-01,Hydro_Albeni Falls[GwH],-2.0,-16771.0,-46.0
27,2043-07-01,Hydro_Albeni Falls[GwH],1.0,-17083.0,-45.0
28,2043-08-01,Hydro_Albeni Falls[GwH],2.0,-17289.0,-43.0
29,2043-09-01,Hydro_Albeni Falls[GwH],2.0,-17300.0,-41.0
30,2043-10-01,Hydro_Albeni Falls[GwH],2.0,-17278.0,-39.0
31,2043-11-01,Hydro_Albeni Falls[GwH],2.0,-17302.0,-37.0
32,2043-12-01,Hydro_Albeni Falls[GwH],3.0,-17311.0,-34.0
33,2044-01-01,Hydro_Albeni Falls[GwH],4.0,-17115.0,-30.0
34,2044-02-01,Hydro_Albeni Falls[GwH],4.0,-17004.0,-26.0
35,2044-03-01,Hydro_Albeni Falls[GwH],4.0,-16655.0,-22.0
36,2044-04-01,Hydro_Albeni Falls[GwH],5.0,-16601.0,-17.0
37,2044-05-01,Hydro_Albeni Falls[GwH],7.0,-16463.0,-10.0
38,2044-06-01,Hydro_Albeni Falls[GwH],6.0,-16489.0,-4.0
39,2044-07-01,Hydro_Albeni Falls[GwH],4.0,-16396.0,0.0
40,2044-08-01,Hydro_Albeni Falls[GwH],2.0,-16299.0,2.0
41,2044-09-01,Hydro_Albeni Falls[GwH],1.0,-16233.0,3.0
42,2046-05-01,Hydro_Albeni Falls[GwH],1.0,-15395.0,4.0
43,2050-03-01,Hydro_Albeni Falls[GwH],-1.0,-13761.0,3.0
44,2050-04-01,Hydro_Albeni Falls[GwH],-2.0,-14941.0,1.0
45,2050-05-01,Hydro_Albeni Falls[GwH],-1.0,-14881.0,0.0
46,2050-06-01,Hydro_Albeni Falls[GwH],-1.0,-15009.0,-1.0
47,2050-07-01,Hydro_Albeni Falls[GwH],-1.0,-15012.0,-2.0
48,2052-03-01,Hydro_Albeni Falls[GwH],-1.0,-16270.0,-3.0
49,2052-04-01,Hydro_Albeni Falls[GwH],-1.0,-16357.0,-4.0
50,2052-05-01,Hydro_Albeni Falls[GwH],-2.0,-17300.0,-6.0
51,2052-06-01,Hydro_Albeni Falls[GwH],-3.0,-18072.0,-9.0
52,2052-07-01,Hydro_Albeni Falls[GwH],-2.0,-18698.0,-11.0
53,2052-08-01,Hydro_Albeni Falls[GwH],-2.0,-19234.0,-13.0
54,2052-09-01,Hydro_Albeni Falls[GwH],-1.0,-19484.0,-14.0
55,2052-10-01,Hydro_Albeni Falls[GwH],-1.0,-19591.0,-15.0
56,2052-11-01,Hydro_Albeni Falls[GwH],-1.0,-19917.0,-16.0
57,2052-12-01,Hydro_Albeni Falls[GwH],-2.0,-20058.0,-18.0
58,2053-01-01,Hydro_Albeni Falls[GwH],-2.0,-20702.0,-20.0
59,2053-02-01,Hydro_Albeni Falls[GwH],-1.0,-20798.0,-21.0
60,2053-03-01,Hydro_Albeni Falls[GwH],-2.0,-21040.0,-23.0
61,2053-04-01,Hydro_Albeni Falls[GwH],-2.0,-21445.0,-25.0
62,2053-05-01,Hydro_Albeni Falls[GwH],-3.0,-21440.0,-28.0
63,2053-06-01,Hydro_Albeni Falls[GwH],-2.0,-21580.0,-30.0
64,2053-07-01,Hydro_Albeni Falls[GwH],-2.0,-21953.0,-32.0
65,2053-08-01,Hydro_Albeni Falls[GwH],-2.0,-22332.0,-34.0
66,2053-09-01,Hydro_Albeni Falls[GwH],-1.0,-22528.0,-35.0
67,2053-10-01,Hydro_Albeni Falls[GwH],-1.0,-22398.0,-36.0
68,2053-12-01,Hydro_Albeni Falls[GwH],-1.0,-22617.0,-37.0
69,2054-01-01,Hydro_Albeni Falls[GwH],-1.0,-23097.0,-38.0
70,2054-02-01,Hydro_Albeni Falls[GwH],-1.0,-23440.0,-39.0
71,2054-03-01,Hydro_Albeni Falls[GwH],-1.0,-23425.0,-40.0
72,2054-04-01,Hydro_Albeni Falls[GwH],-2.0,-23695.0,-42.0
73,2054-05-01,Hydro_Albeni Falls[GwH],-2.0,-23946.0,-44.0
74,2054-06-01,Hydro_Albeni Falls[GwH],-2.0,-24173.0,-46.0
75,2054-07-01,Hydro_Albeni Falls[GwH],-2.0,-24483.0,-48.0
76,2054-08-01,Hydro_Albeni Falls[GwH],-1.0,-24613.0,-49.0
77,2057-01-01,Hydro_Albeni Falls[GwH],-1.0,-28642.0,-50.0
78,2057-02-01,Hydro_Albeni Falls[GwH],-1.0,-29499.0,-51.0
79,2057-03-01,Hydro_Albeni Falls[GwH],-1.0,-30007.0,-52.0
80,2057-04-01,Hydro_Albeni Falls[GwH],-1.0,-30537.0,-53.0
81,2057-05-01,Hydro_Albeni Falls[GwH],-2.0,-30489.0,-55.0
82,2057-06-01,Hydro_Albeni Falls[GwH],-1.0,-30732.0,-56.0
83,2057-07-01,Hydro_Albeni Falls[GwH],-1.0,-30937.0,-57.0
84,2059-03-01,Hydro_Albeni Falls[GwH],-2.0,-32975.0,-59.0
85,2059-04-01,Hydro_Albeni Falls[GwH],-1.0,-32431.0,-60.0
86,2059-05-01,Hydro_Albeni Falls[GwH],-1.0,-32460.0,-61.0
87,2059-06-01,Hydro_Albeni Falls[GwH],-1.0,-32547.0,-62.0
88,2063-03-01,Hydro_Albeni Falls[GwH],-1.0,-34600.0,-63.0
89,2063-04-01,Hydro_Albeni Falls[GwH],-1.0,-35676.0,-64.0
90,2063-05-01,Hydro_Albeni Falls[GwH],-1.0,-34602.0,-65.0
91,2063-06-01,Hydro_Albeni Falls[GwH],-2.0,-34516.0,-67.0
92,2063-07-01,Hydro_Albeni Falls[GwH],-1.0,-34552.0,-68.0
93,2063-08-01,Hydro_Albeni Falls[GwH],-1.0,-34727.0,-69.0
94,2064-01-01,Hydro_Albeni Falls[GwH],-1.0,-35378.0,-70.0
95,2064-02-01,Hydro_Albeni Falls[GwH],-1.0,-35294.0,-71.0
96,2064-03-01,Hydro_Albeni Falls[GwH],-1.0,-36334.0,-72.0
97,2064-04-01,Hydro_Albeni Falls[GwH],-1.0,-36692.0,-73.0
98,2064-05-01,Hydro_Albeni Falls[GwH],-1.0,-36485.0,-74.0
99,2064-06-01,Hydro_Albeni Falls[GwH],-1.0,-36446.0,-75.0
100,2064-07-01,Hydro_Albeni Falls[GwH],-1.0,-36461.0,-76.0
101,2066-03-01,Hydro_Albeni Falls[GwH],1.0,-39037.0,-75.0
102,2066-04-01,Hydro_Albeni Falls[GwH],2.0,-37803.0,-73.0
103,2066-05-01,Hydro_Albeni Falls[GwH],2.0,-37492.0,-71.0
104,2066-06-01,Hydro_Albeni Falls[GwH],1.0,-37383.0,-70.0
105,2066-07-01,Hydro_Albeni Falls[GwH],1.0,-37406.0,-69.0
106,2067-05-01,Hydro_Albeni Falls[GwH],-1.0,-38905.0,-70.0
107,2067-06-01,Hydro_Albeni Falls[GwH],-1.0,-39692.0,-71.0
108,2067-07-01,Hydro_Albeni Falls[GwH],-1.0,-40291.0,-72.0
109,2067-08-01,Hydro_Albeni Falls[GwH],-1.0,-40767.0,-73.0
110,2068-03-01,Hydro_Albeni Falls[GwH],-1.0,-43823.0,-74.0
111,2068-04-01,Hydro_Albeni Falls[GwH],-1.0,-43985.0,-75.0
112,2068-05-01,Hydro_Albeni Falls[GwH],-2.0,-43660.0,-77.0
113,2068-06-01,Hydro_Albeni Falls[GwH],-2.0,-44233.0,-79.0
114,2068-07-01,Hydro_Albeni Falls[GwH],-1.0,-44666.0,-80.0
115,2069-01-01,Hydro_Albeni Falls[GwH],-1.0,-45274.0,-81.0
116,2069-03-01,Hydro_Albeni Falls[GwH],-1.0,-45172.0,-82.0
117,2069-04-01,Hydro_Albeni Falls[GwH],-2.0,-45822.0,-84.0
118,2069-05-01,Hydro_Albeni Falls[GwH],-2.0,-45636.0,-86.0
119,2069-06-01,Hydro_Albeni Falls[GwH],-2.0,-45891.0,-88.0
120,2069-07-01,Hydro_Albeni Falls[GwH],-2.0,-46050.0,-90.0
121,2069-08-01,Hydro_Albeni Falls[GwH],-1.0,-46010.0,-91.0
122,2025-11-01,Hydro_Alder[GwH],-1.0,-1282.0,-1.0
123,2026-01-01,Hydro_Alder[GwH],-2.0,-1848.0,-3.0
124,2026-02-01,Hydro_Alder[GwH],-1.0,-2013.0,-4.0
125,2026-03-01,Hydro_Alder[GwH],-1.0,-1981.0,-5.0
126,2026-04-01,Hydro_Alder[GwH],-1.0,-2281.0,-6.0
127,2026-05-01,Hydro_Alder[GwH],-2.0,-1775.0,-8.0
128,2026-06-01,Hydro_Alder[GwH],-2.0,-2098.0,-10.0
129,2025-08-01,Hydro_American Falls[GwH],-2.0,-624.0,-2.0
130,2025-09-01,Hydro_American Falls[GwH],-1.0,-844.0,-3.0
131,2025-10-01,Hydro_American Falls[GwH],-16.0,-1106.0,-19.0
132,2025-11-01,Hydro_American Falls[GwH],-14.0,-1282.0,-33.0
133,2026-01-01,Hydro_American Falls[GwH],2.0,-1848.0,-31.0
134,2026-02-01,Hydro_American Falls[GwH],2.0,-2013.0,-29.0
135,2026-03-01,Hydro_American Falls[GwH],4.0,-1981.0,-25.0
136,2026-04-01,Hydro_American Falls[GwH],5.0,-2281.0,-20.0
137,2026-05-01,Hydro_American Falls[GwH],5.0,-1775.0,-15.0
138,2026-06-01,Hydro_American Falls[GwH],5.0,-2098.0,-10.0
139,2026-07-01,Hydro_American Falls[GwH],4.0,-2160.0,-6.0
140,2026-08-01,Hydro_American Falls[GwH],5.0,-2050.0,-1.0
141,2026-09-01,Hydro_American Falls[GwH],4.0,-2018.0,3.0
142,2026-10-01,Hydro_American Falls[GwH],4.0,-1919.0,7.0
143,2026-11-01,Hydro_American Falls[GwH],3.0,-1853.0,10.0
144,2026-12-01,Hydro_American Falls[GwH],3.0,-1814.0,13.0
145,2027-01-01,Hydro_American Falls[GwH],2.0,-1797.0,15.0
146,2027-02-01,Hydro_American Falls[GwH],1.0,-1751.0,16.0
147,2028-08-01,Hydro_American Falls[GwH],2.0,345.0,18.0
148,2029-07-01,Hydro_American Falls[GwH],1.0,-18.0,19.0
149,2029-08-01,Hydro_American Falls[GwH],1.0,33.0,20.0
150,2030-07-01,Hydro_American Falls[GwH],2.0,-691.0,22.0
151,2030-08-01,Hydro_American Falls[GwH],2.0,-674.0,24.0
152,2030-09-01,Hydro_American Falls[GwH],2.0,-679.0,26.0
153,2030-12-01,Hydro_American Falls[GwH],-1.0,-581.0,25.0
154,2031-01-01,Hydro_American Falls[GwH],-2.0,-718.0,23.0
155,2031-02-01,Hydro_American Falls[GwH],-2.0,-903.0,21.0
156,2031-03-01,Hydro_American Falls[GwH],-3.0,-995.0,18.0
157,2031-04-01,Hydro_American Falls[GwH],-4.0,-1197.0,14.0
158,2031-05-01,Hydro_American Falls[GwH],-5.0,-1324.0,9.0
159,2031-06-01,Hydro_American Falls[GwH],-6.0,-1504.0,3.0
160,2031-07-01,Hydro_American Falls[GwH],-6.0,-1645.0,-3.0
161,2031-08-01,Hydro_American Falls[GwH],-5.0,-1752.0,-8.0
162,2031-09-01,Hydro_American Falls[GwH],-3.0,-2019.0,-11.0
163,2031-10-01,Hydro_American Falls[GwH],-3.0,-2057.0,-14.0
164,2031-11-01,Hydro_American Falls[GwH],-3.0,-2175.0,-17.0
165,2031-12-01,Hydro_American Falls[GwH],-3.0,-2261.0,-20.0
166,2032-01-01,Hydro_American Falls[GwH],-4.0,-2578.0,-24.0
167,2032-02-01,Hydro_American Falls[GwH],-4.0,-2808.0,-28.0
168,2032-03-01,Hydro_American Falls[GwH],-5.0,-3075.0,-33.0
169,2032-04-01,Hydro_American Falls[GwH],-6.0,-3631.0,-39.0
170,2032-05-01,Hydro_American Falls[GwH],-6.0,-3897.0,-45.0
171,2032-06-01,Hydro_American Falls[GwH],-5.0,-3993.0,-50.0
172,2032-07-01,Hydro_American Falls[GwH],-5.0,-4267.0,-55.0
173,2032-08-01,Hydro_American Falls[GwH],-4.0,-4410.0,-59.0
174,2032-09-01,Hydro_American Falls[GwH],-2.0,-4407.0,-61.0
175,2032-10-01,Hydro_American Falls[GwH],-2.0,-4285.0,-63.0
176,2032-11-01,Hydro_American Falls[GwH],-2.0,-4313.0,-65.0
177,2032-12-01,Hydro_American Falls[GwH],-2.0,-4027.0,-67.0
178,2033-01-01,Hydro_American Falls[GwH],-2.0,-4233.0,-69.0
179,2033-02-01,Hydro_American Falls[GwH],-1.0,-4257.0,-70.0
180,2033-03-01,Hydro_American Falls[GwH],-1.0,-4321.0,-71.0
181,2033-08-01,Hydro_American Falls[GwH],1.0,-4136.0,-70.0
182,2038-03-01,Hydro_American Falls[GwH],-1.0,-9152.0,-71.0
183,2038-04-01,Hydro_American Falls[GwH],-2.0,-9401.0,-73.0
184,2038-05-01,Hydro_American Falls[GwH],-2.0,-10387.0,-75.0
185,2038-06-01,Hydro_American Falls[GwH],-3.0,-10346.0,-78.0
186,2038-07-01,Hydro_American Falls[GwH],-3.0,-10599.0,-81.0
187,2038-08-01,Hydro_American Falls[GwH],-2.0,-10842.0,-83.0
188,2038-09-01,Hydro_American Falls[GwH],-2.0,-10936.0,-85.0
189,2038-10-01,Hydro_American Falls[GwH],-2.0,-11061.0,-87.0
190,2038-11-01,Hydro_American Falls[GwH],-1.0,-11123.0,-88.0
191,2038-12-01,Hydro_American Falls[GwH],-1.0,-11332.0,-89.0
192,2039-01-01,Hydro_American Falls[GwH],-2.0,-11454.0,-91.0
193,2039-02-01,Hydro_American Falls[GwH],-1.0,-11564.0,-92.0
194,2039-03-01,Hydro_American Falls[GwH],-2.0,-11664.0,-94.0
195,2039-04-01,Hydro_American Falls[GwH],-2.0,-11768.0,-96.0
196,2039-05-01,Hydro_American Falls[GwH],-2.0,-11962.0,-98.0
197,2039-06-01,Hydro_American Falls[GwH],-2.0,-12109.0,-100.0
198,2039-07-01,Hydro_American Falls[GwH],-2.0,-12291.0,-102.0
199,2039-08-01,Hydro_American Falls[GwH],-1.0,-12397.0,-103.0
200,2039-12-01,Hydro_American Falls[GwH],-1.0,-12670.0,-104.0
201,2040-01-01,Hydro_American Falls[GwH],-1.0,-12887.0,-105.0
202,2040-02-01,Hydro_American Falls[GwH],-1.0,-12970.0,-106.0
203,2040-03-01,Hydro_American Falls[GwH],-2.0,-13095.0,-108.0
204,2040-04-01,Hydro_American Falls[GwH],-3.0,-13363.0,-111.0
205,2040-05-01,Hydro_American Falls[GwH],-4.0,-13612.0,-115.0
206,2040-06-01,Hydro_American Falls[GwH],-1.0,-13848.0,-116.0
207,2040-07-01,Hydro_American Falls[GwH],-1.0,-13951.0,-117.0
208,2040-08-01,Hydro_American Falls[GwH],-1.0,-14025.0,-118.0
209,2040-09-01,Hydro_American Falls[GwH],-3.0,-14024.0,-121.0
210,2040-10-01,Hydro_American Falls[GwH],-3.0,-14018.0,-124.0
211,2040-11-01,Hydro_American Falls[GwH],-2.0,-13941.0,-126.0
212,2040-12-01,Hydro_American Falls[GwH],-3.0,-14116.0,-129.0
213,2041-01-01,Hydro_American Falls[GwH],-3.0,-14233.0,-132.0
214,2041-02-01,Hydro_American Falls[GwH],-3.0,-14299.0,-135.0
215,2041-03-01,Hydro_American Falls[GwH],-3.0,-14560.0,-138.0
216,2041-04-01,Hydro_American Falls[GwH],-4.0,-14696.0,-142.0
217,2041-05-01,Hydro_American Falls[GwH],-4.0,-15071.0,-146.0
218,2041-09-01,Hydro_American Falls[GwH],-1.0,-15194.0,-147.0
219,2041-10-01,Hydro_American Falls[GwH],-1.0,-15205.0,-148.0
220,2042-01-01,Hydro_American Falls[GwH],-1.0,-15027.0,-149.0
221,2042-03-01,Hydro_American Falls[GwH],-1.0,-14870.0,-150.0
222,2042-04-01,Hydro_American Falls[GwH],-1.0,-15152.0,-151.0
223,2042-05-01,Hydro_American Falls[GwH],-2.0,-15485.0,-153.0
224,2042-06-01,Hydro_American Falls[GwH],-2.0,-15877.0,-155.0
225,2042-12-01,Hydro_American Falls[GwH],-1.0,-17209.0,-156.0
226,2043-01-01,Hydro_American Falls[GwH],-1.0,-16876.0,-157.0
227,2043-02-01,Hydro_American Falls[GwH],-1.0,-16711.0,-158.0
228,2043-03-01,Hydro_American Falls[GwH],-2.0,-16607.0,-160.0
229,2043-04-01,Hydro_American Falls[GwH],-1.0,-16631.0,-161.0
230,2043-05-01,Hydro_American Falls[GwH],-2.0,-16771.0,-163.0
231,2044-02-01,Hydro_American Falls[GwH],-1.0,-17004.0,-164.0
232,2044-03-01,Hydro_American Falls[GwH],-2.0,-16655.0,-166.0
233,2044-04-01,Hydro_American Falls[GwH],-2.0,-16601.0,-168.0
234,2044-05-01,Hydro_American Falls[GwH],-2.0,-16463.0,-170.0
235,2044-06-01,Hydro_American Falls[GwH],-2.0,-16489.0,-172.0
236,2052-05-01,Hydro_American Falls[GwH],-3.0,-17300.0,-175.0
237,2053-01-01,Hydro_American Falls[GwH],-1.0,-20702.0,-176.0
238,2053-02-01,Hydro_American Falls[GwH],-1.0,-20798.0,-177.0
239,2053-03-01,Hydro_American Falls[GwH],-2.0,-21040.0,-179.0
240,2053-04-01,Hydro_American Falls[GwH],-3.0,-21445.0,-182.0
241,2053-05-01,Hydro_American Falls[GwH],-2.0,-21440.0,-184.0
242,2053-06-01,Hydro_American Falls[GwH],-3.0,-21580.0,-187.0
243,2053-09-01,Hydro_American Falls[GwH],-2.0,-22528.0,-189.0
244,2053-10-01,Hydro_American Falls[GwH],-2.0,-22398.0,-191.0
245,2053-11-01,Hydro_American Falls[GwH],-2.0,-22257.0,-193.0
246,2053-12-01,Hydro_American Falls[GwH],-3.0,-22617.0,-196.0
247,2054-01-01,Hydro_American Falls[GwH],-4.0,-23097.0,-200.0
248,2054-02-01,Hydro_American Falls[GwH],-3.0,-23440.0,-203.0
249,2054-03-01,Hydro_American Falls[GwH],-5.0,-23425.0,-208.0
250,2054-04-01,Hydro_American Falls[GwH],-7.0,-23695.0,-215.0
251,2054-05-01,Hydro_American Falls[GwH],-8.0,-23946.0,-223.0
252,2054-06-01,Hydro_American Falls[GwH],-2.0,-24173.0,-225.0
253,2054-07-01,Hydro_American Falls[GwH],-2.0,-24483.0,-227.0
254,2054-08-01,Hydro_American Falls[GwH],-2.0,-24613.0,-229.0
255,2054-09-01,Hydro_American Falls[GwH],-2.0,-24829.0,-231.0
256,2054-10-01,Hydro_American Falls[GwH],-4.0,-24884.0,-235.0
257,2054-11-01,Hydro_American Falls[GwH],-4.0,-25000.0,-239.0
258,2054-12-01,Hydro_American Falls[GwH],-4.0,-25232.0,-243.0
259,2055-01-01,Hydro_American Falls[GwH],-5.0,-25645.0,-248.0
260,2055-02-01,Hydro_American Falls[GwH],-4.0,-26032.0,-252.0
261,2055-03-01,Hydro_American Falls[GwH],-6.0,-26343.0,-258.0
262,2055-04-01,Hydro_American Falls[GwH],-7.0,-25868.0,-265.0
263,2055-05-01,Hydro_American Falls[GwH],-6.0,-26054.0,-271.0
264,2055-06-01,Hydro_American Falls[GwH],-6.0,-26505.0,-277.0
265,2055-07-01,Hydro_American Falls[GwH],-5.0,-26720.0,-282.0
266,2055-08-01,Hydro_American Falls[GwH],-4.0,-26864.0,-286.0
267,2055-09-01,Hydro_American Falls[GwH],-3.0,-27032.0,-289.0
268,2055-10-01,Hydro_American Falls[GwH],-2.0,-27077.0,-291.0
269,2055-11-01,Hydro_American Falls[GwH],-2.0,-27159.0,-293.0
270,2055-12-01,Hydro_American Falls[GwH],-2.0,-27255.0,-295.0
271,2056-01-01,Hydro_American Falls[GwH],-2.0,-27299.0,-297.0
272,2056-02-01,Hydro_American Falls[GwH],-2.0,-27475.0,-299.0
273,2056-03-01,Hydro_American Falls[GwH],-1.0,-27591.0,-300.0
274,2058-04-01,Hydro_American Falls[GwH],-1.0,-31479.0,-301.0
275,2058-05-01,Hydro_American Falls[GwH],-2.0,-31592.0,-303.0
276,2058-06-01,Hydro_American Falls[GwH],-2.0,-31861.0,-305.0
277,2058-07-01,Hydro_American Falls[GwH],-1.0,-32069.0,-306.0
278,2058-08-01,Hydro_American Falls[GwH],-1.0,-32201.0,-307.0
279,2058-09-01,Hydro_American Falls[GwH],-2.0,-32352.0,-309.0
280,2058-10-01,Hydro_American Falls[GwH],-2.0,-32390.0,-311.0
281,2058-11-01,Hydro_American Falls[GwH],-2.0,-32529.0,-313.0
282,2058-12-01,Hydro_American Falls[GwH],-2.0,-32637.0,-315.0
283,2059-01-01,Hydro_American Falls[GwH],-2.0,-32825.0,-317.0
284,2059-02-01,Hydro_American Falls[GwH],-1.0,-32872.0,-318.0
285,2059-03-01,Hydro_American Falls[GwH],-2.0,-32975.0,-320.0
286,2059-04-01,Hydro_American Falls[GwH],-2.0,-32431.0,-322.0
287,2059-05-01,Hydro_American Falls[GwH],-2.0,-32460.0,-324.0
288,2059-06-01,Hydro_American Falls[GwH],-2.0,-32547.0,-326.0
289,2060-07-01,Hydro_American Falls[GwH],1.0,-33268.0,-325.0
290,2062-09-01,Hydro_American Falls[GwH],-2.0,-33832.0,-327.0
291,2064-08-01,Hydro_American Falls[GwH],-1.0,-36398.0,-328.0
292,2065-06-01,Hydro_American Falls[GwH],-2.0,-38406.0,-330.0
293,2065-07-01,Hydro_American Falls[GwH],-2.0,-38669.0,-332.0
294,2065-08-01,Hydro_American Falls[GwH],-2.0,-38750.0,-334.0
295,2066-07-01,Hydro_American Falls[GwH],-2.0,-37406.0,-336.0
296,2066-08-01,Hydro_American Falls[GwH],-2.0,-37350.0,-338.0
297,2066-09-01,Hydro_American Falls[GwH],-2.0,-37054.0,-340.0
298,2067-03-01,Hydro_American Falls[GwH],-2.0,-37558.0,-342.0
299,2067-04-01,Hydro_American Falls[GwH],-3.0,-37937.0,-345.0
300,2067-05-01,Hydro_American Falls[GwH],-4.0,-38905.0,-349.0
301,2067-06-01,Hydro_American Falls[GwH],-3.0,-39692.0,-352.0
302,2067-07-01,Hydro_American Falls[GwH],-3.0,-40291.0,-355.0
303,2067-08-01,Hydro_American Falls[GwH],-3.0,-40767.0,-358.0
304,2067-09-01,Hydro_American Falls[GwH],-3.0,-40800.0,-361.0
305,2067-10-01,Hydro_American Falls[GwH],-3.0,-40969.0,-364.0
306,2067-11-01,Hydro_American Falls[GwH],-3.0,-41196.0,-367.0
307,2067-12-01,Hydro_American Falls[GwH],-5.0,-41654.0,-372.0
308,2068-01-01,Hydro_American Falls[GwH],-7.0,-42478.0,-379.0
309,2068-02-01,Hydro_American Falls[GwH],-7.0,-42848.0,-386.0
310,2068-03-01,Hydro_American Falls[GwH],-11.0,-43823.0,-397.0
311,2068-04-01,Hydro_American Falls[GwH],-12.0,-43985.0,-409.0
312,2068-05-01,Hydro_American Falls[GwH],-12.0,-43660.0,-421.0
313,2068-06-01,Hydro_American Falls[GwH],-11.0,-44233.0,-432.0
314,2068-07-01,Hydro_American Falls[GwH],-10.0,-44666.0,-442.0
315,2068-08-01,Hydro_American Falls[GwH],-7.0,-44651.0,-449.0
316,2068-09-01,Hydro_American Falls[GwH],-5.0,-44758.0,-454.0
317,2068-10-01,Hydro_American Falls[GwH],-5.0,-44809.0,-459.0
318,2068-11-01,Hydro_American Falls[GwH],-4.0,-44777.0,-463.0
319,2068-12-01,Hydro_American Falls[GwH],-4.0,-45050.0,-467.0
320,2069-01-01,Hydro_American Falls[GwH],-3.0,-45274.0,-470.0
321,2069-02-01,Hydro_American Falls[GwH],-2.0,-45209.0,-472.0
322,2069-03-01,Hydro_American Falls[GwH],-1.0,-45172.0,-473.0
323,2069-07-01,Hydro_American Falls[GwH],2.0,-46050.0,-471.0
324,2069-08-01,Hydro_American Falls[GwH],1.0,-46010.0,-470.0
325,2070-04-01,Hydro_American Falls[GwH],-1.0,-47893.0,-471.0
326,2070-05-01,Hydro_American Falls[GwH],-1.0,-47834.0,-472.0
327,2070-06-01,Hydro_American Falls[GwH],2.0,-47878.0,-470.0
328,2025-11-01,Hydro_Anderson Ranch[GwH],2.0,-1282.0,2.0
329,2026-02-01,Hydro_Anderson Ranch[GwH],-3.0,-2013.0,-1.0
330,2027-02-01,Hydro_Anderson Ranch[GwH],1.0,-1751.0,0.0
331,2027-10-01,Hydro_Anderson Ranch[GwH],-2.0,-432.0,-2.0
332,2029-09-01,Hydro_Anderson Ranch[GwH],1.0,42.0,-1.0
333,2031-03-01,Hydro_Anderson Ranch[GwH],2.0,-995.0,1.0
334,2031-12-01,Hydro_Anderson Ranch[GwH],3.0,-2261.0,4.0
335,2032-03-01,Hydro_Anderson Ranch[GwH],2.0,-3075.0,6.0
336,2032-04-01,Hydro_Anderson Ranch[GwH],-1.0,-3631.0,5.0
337,2032-05-01,Hydro_Anderson Ranch[GwH],-1.0,-3897.0,4.0
338,2032-06-01,Hydro_Anderson Ranch[GwH],-1.0,-3993.0,3.0
339,2032-07-01,Hydro_Anderson Ranch[GwH],-1.0,-4267.0,2.0
340,2032-08-01,Hydro_Anderson Ranch[GwH],-1.0,-4410.0,1.0
341,2035-09-01,Hydro_Anderson Ranch[GwH],1.0,-4364.0,2.0
342,2037-11-01,Hydro_Anderson Ranch[GwH],4.0,-7261.0,6.0
343,2038-05-01,Hydro_Anderson Ranch[GwH],-1.0,-10387.0,5.0
344,2038-06-01,Hydro_Anderson Ranch[GwH],-1.0,-10346.0,4.0
345,2038-07-01,Hydro_Anderson Ranch[GwH],-2.0,-10599.0,2.0
346,2038-08-01,Hydro_Anderson Ranch[GwH],-1.0,-10842.0,1.0
347,2038-09-01,Hydro_Anderson Ranch[GwH],-1.0,-10936.0,0.0
348,2038-11-01,Hydro_Anderson Ranch[GwH],-2.0,-11123.0,-2.0
