,Date,Location,Reduction_in_hydropower_generation,Running_total,Location_running_total
0,2037-06-01,Hydro_Albeni Falls[GwH],-1.0,-12057.0,-1.0
1,2037-07-01,Hydro_Albeni Falls[GwH],-1.0,-12505.0,-2.0
2,2042-06-01,Hydro_Albeni Falls[GwH],-2.0,-23357.0,-4.0
3,2042-07-01,Hydro_Albeni Falls[GwH],-2.0,-24029.0,-6.0
4,2042-08-01,Hydro_Albeni Falls[GwH],-2.0,-25027.0,-8.0
5,2042-09-01,Hydro_Albeni Falls[GwH],-2.0,-25808.0,-10.0
6,2042-10-01,Hydro_Albeni Falls[GwH],-2.0,-26000.0,-12.0
7,2042-11-01,Hydro_Albeni Falls[GwH],-2.0,-26092.0,-14.0
8,2042-12-01,Hydro_Albeni Falls[GwH],-3.0,-25959.0,-17.0
9,2043-01-01,Hydro_Albeni Falls[GwH],-3.0,-25803.0,-20.0
10,2043-02-01,Hydro_Albeni Falls[GwH],-3.0,-25862.0,-23.0
11,2043-03-01,Hydro_Albeni Falls[GwH],-5.0,-26054.0,-28.0
12,2043-04-01,Hydro_Albeni Falls[GwH],-6.0,-26378.0,-34.0
13,2043-05-01,Hydro_Albeni Falls[GwH],-5.0,-26755.0,-39.0
14,2043-06-01,Hydro_Albeni Falls[GwH],-4.0,-27001.0,-43.0
15,2043-07-01,Hydro_Albeni Falls[GwH],-2.0,-27605.0,-45.0
16,2043-11-01,Hydro_Albeni Falls[GwH],1.0,-28500.0,-44.0
17,2043-12-01,Hydro_Albeni Falls[GwH],2.0,-28784.0,-42.0
18,2044-01-01,Hydro_Albeni Falls[GwH],2.0,-28968.0,-40.0
19,2044-02-01,Hydro_Albeni Falls[GwH],2.0,-29027.0,-38.0
20,2044-03-01,Hydro_Albeni Falls[GwH],3.0,-28905.0,-35.0
21,2044-04-01,Hydro_Albeni Falls[GwH],3.0,-29743.0,-32.0
22,2044-05-01,Hydro_Albeni Falls[GwH],4.0,-30573.0,-28.0
23,2044-06-01,Hydro_Albeni Falls[GwH],4.0,-30862.0,-24.0
24,2044-07-01,Hydro_Albeni Falls[GwH],2.0,-30917.0,-22.0
25,2044-08-01,Hydro_Albeni Falls[GwH],1.0,-30984.0,-21.0
26,2046-03-01,Hydro_Albeni Falls[GwH],1.0,-35586.0,-20.0
27,2046-04-01,Hydro_Albeni Falls[GwH],1.0,-35256.0,-19.0
28,2046-05-01,Hydro_Albeni Falls[GwH],1.0,-35331.0,-18.0
29,2046-06-01,Hydro_Albeni Falls[GwH],1.0,-35007.0,-17.0
30,2047-04-01,Hydro_Albeni Falls[GwH],-1.0,-36199.0,-18.0
31,2047-05-01,Hydro_Albeni Falls[GwH],-1.0,-36768.0,-19.0
32,2047-06-01,Hydro_Albeni Falls[GwH],-1.0,-37265.0,-20.0
33,2049-04-01,Hydro_Albeni Falls[GwH],1.0,-41173.0,-19.0
34,2052-05-01,Hydro_Albeni Falls[GwH],-2.0,-47440.0,-21.0
35,2052-06-01,Hydro_Albeni Falls[GwH],-2.0,-47966.0,-23.0
36,2052-07-01,Hydro_Albeni Falls[GwH],-2.0,-48408.0,-25.0
37,2052-08-01,Hydro_Albeni Falls[GwH],-1.0,-48799.0,-26.0
38,2052-10-01,Hydro_Albeni Falls[GwH],-1.0,-49269.0,-27.0
39,2052-12-01,Hydro_Albeni Falls[GwH],-1.0,-49723.0,-28.0
40,2053-01-01,Hydro_Albeni Falls[GwH],-1.0,-49997.0,-29.0
41,2053-03-01,Hydro_Albeni Falls[GwH],-1.0,-50299.0,-30.0
42,2053-04-01,Hydro_Albeni Falls[GwH],-1.0,-50456.0,-31.0
43,2053-05-01,Hydro_Albeni Falls[GwH],-2.0,-49989.0,-33.0
44,2053-06-01,Hydro_Albeni Falls[GwH],-2.0,-50322.0,-35.0
45,2053-07-01,Hydro_Albeni Falls[GwH],-2.0,-50642.0,-37.0
46,2053-08-01,Hydro_Albeni Falls[GwH],-1.0,-50922.0,-38.0
47,2054-01-01,Hydro_Albeni Falls[GwH],-1.0,-51976.0,-39.0
48,2054-03-01,Hydro_Albeni Falls[GwH],-1.0,-52382.0,-40.0
49,2054-04-01,Hydro_Albeni Falls[GwH],-1.0,-52809.0,-41.0
50,2054-05-01,Hydro_Albeni Falls[GwH],-2.0,-53629.0,-43.0
51,2054-06-01,Hydro_Albeni Falls[GwH],-2.0,-53767.0,-45.0
52,2054-07-01,Hydro_Albeni Falls[GwH],-1.0,-54102.0,-46.0
53,2054-08-01,Hydro_Albeni Falls[GwH],-1.0,-54225.0,-47.0
54,2057-01-01,Hydro_Albeni Falls[GwH],-1.0,-59919.0,-48.0
55,2057-02-01,Hydro_Albeni Falls[GwH],-1.0,-60430.0,-49.0
56,2057-03-01,Hydro_Albeni Falls[GwH],-1.0,-61117.0,-50.0
57,2057-04-01,Hydro_Albeni Falls[GwH],-1.0,-62112.0,-51.0
58,2057-05-01,Hydro_Albeni Falls[GwH],-2.0,-62157.0,-53.0
59,2057-06-01,Hydro_Albeni Falls[GwH],-2.0,-62589.0,-55.0
60,2057-07-01,Hydro_Albeni Falls[GwH],-1.0,-62997.0,-56.0
61,2059-03-01,Hydro_Albeni Falls[GwH],-1.0,-67195.0,-57.0
62,2059-06-01,Hydro_Albeni Falls[GwH],-1.0,-67865.0,-58.0
63,2059-07-01,Hydro_Albeni Falls[GwH],-1.0,-68346.0,-59.0
64,2063-04-01,Hydro_Albeni Falls[GwH],-1.0,-77973.0,-60.0
65,2063-05-01,Hydro_Albeni Falls[GwH],-1.0,-78114.0,-61.0
66,2063-06-01,Hydro_Albeni Falls[GwH],-1.0,-77914.0,-62.0
67,2063-07-01,Hydro_Albeni Falls[GwH],-1.0,-78080.0,-63.0
68,2063-12-01,Hydro_Albeni Falls[GwH],-1.0,-79170.0,-64.0
69,2064-01-01,Hydro_Albeni Falls[GwH],-1.0,-79554.0,-65.0
70,2064-02-01,Hydro_Albeni Falls[GwH],-1.0,-79749.0,-66.0
71,2064-03-01,Hydro_Albeni Falls[GwH],-2.0,-81378.0,-68.0
72,2064-04-01,Hydro_Albeni Falls[GwH],-2.0,-82429.0,-70.0
73,2064-05-01,Hydro_Albeni Falls[GwH],-2.0,-82702.0,-72.0
74,2064-06-01,Hydro_Albeni Falls[GwH],-2.0,-82717.0,-74.0
75,2064-07-01,Hydro_Albeni Falls[GwH],-1.0,-82852.0,-75.0
76,2064-08-01,Hydro_Albeni Falls[GwH],-1.0,-82908.0,-76.0
77,2066-03-01,Hydro_Albeni Falls[GwH],1.0,-87101.0,-75.0
78,2066-04-01,Hydro_Albeni Falls[GwH],2.0,-85958.0,-73.0
79,2066-05-01,Hydro_Albeni Falls[GwH],2.0,-85707.0,-71.0
80,2066-06-01,Hydro_Albeni Falls[GwH],2.0,-85525.0,-69.0
81,2066-07-01,Hydro_Albeni Falls[GwH],1.0,-85631.0,-68.0
82,2037-06-01,Hydro_Alcova[GwH],1.0,-12057.0,1.0
83,2038-08-01,Hydro_Alcova[GwH],-1.0,-15680.0,0.0
84,2039-06-01,Hydro_Alcova[GwH],1.0,-17594.0,1.0
85,2041-05-01,Hydro_Alcova[GwH],1.0,-21647.0,2.0
86,2042-06-01,Hydro_Alcova[GwH],1.0,-23357.0,3.0
87,2043-05-01,Hydro_Alcova[GwH],2.0,-26755.0,5.0
88,2043-06-01,Hydro_Alcova[GwH],4.0,-27001.0,9.0
89,2044-06-01,Hydro_Alcova[GwH],2.0,-30862.0,11.0
90,2045-07-01,Hydro_Alcova[GwH],2.0,-35879.0,13.0
91,2054-07-01,Hydro_Alcova[GwH],-1.0,-54102.0,12.0
92,2054-08-01,Hydro_Alcova[GwH],-1.0,-54225.0,11.0
93,2055-06-01,Hydro_Alcova[GwH],2.0,-55568.0,13.0
94,2057-08-01,Hydro_Alcova[GwH],-1.0,-63285.0,12.0
95,2059-05-01,Hydro_Alcova[GwH],1.0,-67610.0,13.0
96,2059-06-01,Hydro_Alcova[GwH],2.0,-67865.0,15.0
97,2064-06-01,Hydro_Alcova[GwH],-1.0,-82717.0,14.0
98,2067-05-01,Hydro_Alcova[GwH],2.0,-86856.0,16.0
99,2067-09-01,Hydro_Alcova[GwH],-1.0,-87676.0,15.0
100,2068-06-01,Hydro_Alcova[GwH],2.0,-89232.0,17.0
101,2069-06-01,Hydro_Alcova[GwH],2.0,-92037.0,19.0
102,2070-05-01,Hydro_Alcova[GwH],1.0,-94567.0,20.0
103,2025-11-01,Hydro_Alder[GwH],-1.0,-2193.0,-1.0
104,2026-01-01,Hydro_Alder[GwH],-2.0,-2771.0,-3.0
105,2026-02-01,Hydro_Alder[GwH],-1.0,-2937.0,-4.0
106,2026-03-01,Hydro_Alder[GwH],-1.0,-2968.0,-5.0
107,2026-04-01,Hydro_Alder[GwH],-1.0,-3341.0,-6.0
108,2026-05-01,Hydro_Alder[GwH],-2.0,-3721.0,-8.0
109,2026-06-01,Hydro_Alder[GwH],-2.0,-4081.0,-10.0
110,2025-08-01,Hydro_American Falls[GwH],-2.0,-1446.0,-2.0
111,2025-09-01,Hydro_American Falls[GwH],-1.0,-1721.0,-3.0
112,2025-10-01,Hydro_American Falls[GwH],-16.0,-1993.0,-19.0
113,2025-11-01,Hydro_American Falls[GwH],-14.0,-2193.0,-33.0
114,2026-01-01,Hydro_American Falls[GwH],2.0,-2771.0,-31.0
115,2026-02-01,Hydro_American Falls[GwH],2.0,-2937.0,-29.0
116,2026-03-01,Hydro_American Falls[GwH],4.0,-2968.0,-25.0
117,2026-04-01,Hydro_American Falls[GwH],5.0,-3341.0,-20.0
118,2026-05-01,Hydro_American Falls[GwH],5.0,-3721.0,-15.0
119,2026-06-01,Hydro_American Falls[GwH],5.0,-4081.0,-10.0
120,2026-07-01,Hydro_American Falls[GwH],4.0,-4189.0,-6.0
121,2026-08-01,Hydro_American Falls[GwH],5.0,-4133.0,-1.0
122,2026-09-01,Hydro_American Falls[GwH],4.0,-4072.0,3.0
123,2026-10-01,Hydro_American Falls[GwH],4.0,-3965.0,7.0
124,2026-11-01,Hydro_American Falls[GwH],3.0,-3898.0,10.0
125,2026-12-01,Hydro_American Falls[GwH],3.0,-3859.0,13.0
126,2027-01-01,Hydro_American Falls[GwH],2.0,-3715.0,15.0
127,2027-02-01,Hydro_American Falls[GwH],1.0,-3692.0,16.0
128,2029-05-01,Hydro_American Falls[GwH],-1.0,-4395.0,15.0
129,2029-06-01,Hydro_American Falls[GwH],-1.0,-4479.0,14.0
130,2032-05-01,Hydro_American Falls[GwH],-1.0,-6503.0,13.0
131,2032-07-01,Hydro_American Falls[GwH],-2.0,-6851.0,11.0
132,2032-08-01,Hydro_American Falls[GwH],-2.0,-6884.0,9.0
133,2032-09-01,Hydro_American Falls[GwH],-1.0,-6993.0,8.0
134,2032-10-01,Hydro_American Falls[GwH],-2.0,-7025.0,6.0
135,2032-11-01,Hydro_American Falls[GwH],-1.0,-7116.0,5.0
136,2032-12-01,Hydro_American Falls[GwH],-1.0,-7182.0,4.0
137,2033-01-01,Hydro_American Falls[GwH],-1.0,-7344.0,3.0
138,2033-02-01,Hydro_American Falls[GwH],-1.0,-7429.0,2.0
139,2033-03-01,Hydro_American Falls[GwH],-1.0,-7501.0,1.0
140,2033-04-01,Hydro_American Falls[GwH],-2.0,-7707.0,-1.0
141,2033-05-01,Hydro_American Falls[GwH],-2.0,-7812.0,-3.0
142,2033-06-01,Hydro_American Falls[GwH],-2.0,-7960.0,-5.0
143,2033-07-01,Hydro_American Falls[GwH],-1.0,-8050.0,-6.0
144,2036-04-01,Hydro_American Falls[GwH],-1.0,-11152.0,-7.0
145,2036-05-01,Hydro_American Falls[GwH],-1.0,-11218.0,-8.0
146,2039-04-01,Hydro_American Falls[GwH],-1.0,-16800.0,-9.0
147,2039-05-01,Hydro_American Falls[GwH],-2.0,-17247.0,-11.0
148,2039-06-01,Hydro_American Falls[GwH],-2.0,-17594.0,-13.0
149,2039-07-01,Hydro_American Falls[GwH],-2.0,-17879.0,-15.0
150,2039-08-01,Hydro_American Falls[GwH],-2.0,-17999.0,-17.0
151,2039-09-01,Hydro_American Falls[GwH],-1.0,-18306.0,-18.0
152,2039-10-01,Hydro_American Falls[GwH],-1.0,-18412.0,-19.0
153,2039-12-01,Hydro_American Falls[GwH],-1.0,-18626.0,-20.0
154,2040-01-01,Hydro_American Falls[GwH],-1.0,-18749.0,-21.0
155,2040-03-01,Hydro_American Falls[GwH],-1.0,-18956.0,-22.0
156,2040-04-01,Hydro_American Falls[GwH],-2.0,-19181.0,-24.0
157,2040-05-01,Hydro_American Falls[GwH],-2.0,-19454.0,-26.0
158,2041-05-01,Hydro_American Falls[GwH],-1.0,-21647.0,-27.0
159,2041-12-01,Hydro_American Falls[GwH],-1.0,-22162.0,-28.0
160,2042-01-01,Hydro_American Falls[GwH],-1.0,-22072.0,-29.0
161,2042-02-01,Hydro_American Falls[GwH],-1.0,-22075.0,-30.0
162,2042-03-01,Hydro_American Falls[GwH],-2.0,-22075.0,-32.0
163,2042-04-01,Hydro_American Falls[GwH],-2.0,-22388.0,-34.0
164,2042-05-01,Hydro_American Falls[GwH],-3.0,-22774.0,-37.0
165,2042-06-01,Hydro_American Falls[GwH],-3.0,-23357.0,-40.0
166,2042-09-01,Hydro_American Falls[GwH],-1.0,-25808.0,-41.0
167,2042-10-01,Hydro_American Falls[GwH],-1.0,-26000.0,-42.0
168,2042-11-01,Hydro_American Falls[GwH],-1.0,-26092.0,-43.0
169,2042-12-01,Hydro_American Falls[GwH],-1.0,-25959.0,-44.0
170,2043-01-01,Hydro_American Falls[GwH],-1.0,-25803.0,-45.0
171,2043-02-01,Hydro_American Falls[GwH],-1.0,-25862.0,-46.0
172,2043-03-01,Hydro_American Falls[GwH],-2.0,-26054.0,-48.0
173,2043-05-01,Hydro_American Falls[GwH],-2.0,-26755.0,-50.0
174,2044-02-01,Hydro_American Falls[GwH],-1.0,-29027.0,-51.0
175,2044-03-01,Hydro_American Falls[GwH],-2.0,-28905.0,-53.0
176,2044-04-01,Hydro_American Falls[GwH],-1.0,-29743.0,-54.0
177,2044-05-01,Hydro_American Falls[GwH],-1.0,-30573.0,-55.0
178,2044-06-01,Hydro_American Falls[GwH],-1.0,-30862.0,-56.0
179,2045-05-01,Hydro_American Falls[GwH],-1.0,-34629.0,-57.0
180,2046-07-01,Hydro_American Falls[GwH],-1.0,-35051.0,-58.0
181,2047-04-01,Hydro_American Falls[GwH],-1.0,-36199.0,-59.0
182,2047-05-01,Hydro_American Falls[GwH],-1.0,-36768.0,-60.0
183,2047-06-01,Hydro_American Falls[GwH],-1.0,-37265.0,-61.0
184,2047-07-01,Hydro_American Falls[GwH],-1.0,-37650.0,-62.0
185,2047-08-01,Hydro_American Falls[GwH],-1.0,-37880.0,-63.0
186,2049-07-01,Hydro_American Falls[GwH],-1.0,-41138.0,-64.0
187,2049-09-01,Hydro_American Falls[GwH],-1.0,-41279.0,-65.0
188,2049-10-01,Hydro_American Falls[GwH],-2.0,-41458.0,-67.0
189,2049-11-01,Hydro_American Falls[GwH],-2.0,-41645.0,-69.0
190,2049-12-01,Hydro_American Falls[GwH],-1.0,-41607.0,-70.0
191,2050-01-01,Hydro_American Falls[GwH],-1.0,-41667.0,-71.0
192,2050-02-01,Hydro_American Falls[GwH],-1.0,-41825.0,-72.0
193,2050-03-01,Hydro_American Falls[GwH],-2.0,-41916.0,-74.0
194,2050-04-01,Hydro_American Falls[GwH],-2.0,-42859.0,-76.0
195,2050-05-01,Hydro_American Falls[GwH],-2.0,-42677.0,-78.0
196,2050-06-01,Hydro_American Falls[GwH],-2.0,-42817.0,-80.0
197,2050-08-01,Hydro_American Falls[GwH],1.0,-42895.0,-79.0
198,2051-09-01,Hydro_American Falls[GwH],-1.0,-45421.0,-80.0
199,2051-10-01,Hydro_American Falls[GwH],-1.0,-45505.0,-81.0
200,2052-04-01,Hydro_American Falls[GwH],-1.0,-46489.0,-82.0
201,2052-05-01,Hydro_American Falls[GwH],-8.0,-47440.0,-90.0
202,2053-12-01,Hydro_American Falls[GwH],-1.0,-51752.0,-91.0
203,2054-01-01,Hydro_American Falls[GwH],-2.0,-51976.0,-93.0
204,2054-02-01,Hydro_American Falls[GwH],-2.0,-52136.0,-95.0
205,2054-03-01,Hydro_American Falls[GwH],-3.0,-52382.0,-98.0
206,2054-04-01,Hydro_American Falls[GwH],-3.0,-52809.0,-101.0
207,2054-05-01,Hydro_American Falls[GwH],-6.0,-53629.0,-107.0
208,2054-06-01,Hydro_American Falls[GwH],-1.0,-53767.0,-108.0
209,2054-10-01,Hydro_American Falls[GwH],-3.0,-54510.0,-111.0
210,2054-11-01,Hydro_American Falls[GwH],-2.0,-54525.0,-113.0
211,2054-12-01,Hydro_American Falls[GwH],-2.0,-54570.0,-115.0
212,2055-01-01,Hydro_American Falls[GwH],-2.0,-54790.0,-117.0
213,2055-02-01,Hydro_American Falls[GwH],-2.0,-54789.0,-119.0
214,2055-03-01,Hydro_American Falls[GwH],-2.0,-54945.0,-121.0
215,2055-04-01,Hydro_American Falls[GwH],-2.0,-55134.0,-123.0
216,2055-05-01,Hydro_American Falls[GwH],-2.0,-55193.0,-125.0
217,2055-06-01,Hydro_American Falls[GwH],-2.0,-55568.0,-127.0
218,2055-07-01,Hydro_American Falls[GwH],-2.0,-55897.0,-129.0
219,2055-08-01,Hydro_American Falls[GwH],-1.0,-56118.0,-130.0
220,2056-04-01,Hydro_American Falls[GwH],-1.0,-57001.0,-131.0
221,2056-05-01,Hydro_American Falls[GwH],-1.0,-57096.0,-132.0
222,2056-09-01,Hydro_American Falls[GwH],-5.0,-57690.0,-137.0
223,2057-05-01,Hydro_American Falls[GwH],-6.0,-62157.0,-143.0
224,2058-05-01,Hydro_American Falls[GwH],-2.0,-64633.0,-145.0
225,2058-06-01,Hydro_American Falls[GwH],-2.0,-65314.0,-147.0
226,2058-09-01,Hydro_American Falls[GwH],-1.0,-66315.0,-148.0
227,2058-10-01,Hydro_American Falls[GwH],-2.0,-66423.0,-150.0
228,2058-11-01,Hydro_American Falls[GwH],-1.0,-66593.0,-151.0
229,2058-12-01,Hydro_American Falls[GwH],-1.0,-66649.0,-152.0
230,2059-01-01,Hydro_American Falls[GwH],-1.0,-66879.0,-153.0
231,2059-02-01,Hydro_American Falls[GwH],-1.0,-66963.0,-154.0
232,2059-03-01,Hydro_American Falls[GwH],-2.0,-67195.0,-156.0
233,2059-04-01,Hydro_American Falls[GwH],-2.0,-67667.0,-158.0
234,2059-05-01,Hydro_American Falls[GwH],-2.0,-67610.0,-160.0
235,2059-06-01,Hydro_American Falls[GwH],-2.0,-67865.0,-162.0
236,2059-07-01,Hydro_American Falls[GwH],1.0,-68346.0,-161.0
237,2059-08-01,Hydro_American Falls[GwH],1.0,-68512.0,-160.0
238,2060-08-01,Hydro_American Falls[GwH],1.0,-72520.0,-159.0
239,2061-08-01,Hydro_American Falls[GwH],1.0,-75267.0,-158.0
240,2062-08-01,Hydro_American Falls[GwH],2.0,-76226.0,-156.0
241,2062-09-01,Hydro_American Falls[GwH],-2.0,-76343.0,-158.0
242,2063-01-01,Hydro_American Falls[GwH],-1.0,-76804.0,-159.0
243,2063-04-01,Hydro_American Falls[GwH],-1.0,-77973.0,-160.0
244,2063-05-01,Hydro_American Falls[GwH],-1.0,-78114.0,-161.0
245,2063-06-01,Hydro_American Falls[GwH],-1.0,-77914.0,-162.0
246,2063-07-01,Hydro_American Falls[GwH],-1.0,-78080.0,-163.0
247,2063-08-01,Hydro_American Falls[GwH],-2.0,-78353.0,-165.0
248,2063-09-01,Hydro_American Falls[GwH],-1.0,-78628.0,-166.0
249,2063-10-01,Hydro_American Falls[GwH],-1.0,-78858.0,-167.0
250,2065-05-01,Hydro_American Falls[GwH],-1.0,-85613.0,-168.0
251,2065-06-01,Hydro_American Falls[GwH],1.0,-86257.0,-167.0
252,2066-05-01,Hydro_American Falls[GwH],-1.0,-85707.0,-168.0
253,2066-09-01,Hydro_American Falls[GwH],-5.0,-85472.0,-173.0
254,2067-04-01,Hydro_American Falls[GwH],-1.0,-86378.0,-174.0
255,2067-05-01,Hydro_American Falls[GwH],-1.0,-86856.0,-175.0
256,2068-10-01,Hydro_American Falls[GwH],-1.0,-89718.0,-176.0
257,2069-10-01,Hydro_American Falls[GwH],-1.0,-92699.0,-177.0
258,2069-11-01,Hydro_American Falls[GwH],-1.0,-92863.0,-178.0
259,2069-12-01,Hydro_American Falls[GwH],-1.0,-92861.0,-179.0
260,2070-03-01,Hydro_American Falls[GwH],-1.0,-93516.0,-180.0
261,2070-04-01,Hydro_American Falls[GwH],-1.0,-94615.0,-181.0
262,2070-05-01,Hydro_American Falls[GwH],-2.0,-94567.0,-183.0
263,2070-09-01,Hydro_American Falls[GwH],-4.0,-94523.0,-187.0
264,2070-10-01,Hydro_American Falls[GwH],-1.0,-94729.0,-188.0
265,2026-02-01,Hydro_Anderson Ranch[GwH],-3.0,-2937.0,-3.0
266,2026-05-01,Hydro_Anderson Ranch[GwH],-1.0,-3721.0,-4.0
267,2026-06-01,Hydro_Anderson Ranch[GwH],-1.0,-4081.0,-5.0
268,2027-09-01,Hydro_Anderson Ranch[GwH],-3.0,-3775.0,-8.0
269,2027-10-01,Hydro_Anderson Ranch[GwH],-2.0,-3785.0,-10.0
270,2029-09-01,Hydro_Anderson Ranch[GwH],2.0,-4536.0,-8.0
271,2031-09-01,Hydro_Anderson Ranch[GwH],2.0,-5857.0,-6.0
272,2032-12-01,Hydro_Anderson Ranch[GwH],-3.0,-7182.0,-9.0
273,2033-12-01,Hydro_Anderson Ranch[GwH],-2.0,-9343.0,-11.0
274,2034-11-01,Hydro_Anderson Ranch[GwH],-3.0,-10903.0,-14.0
275,2034-12-01,Hydro_Anderson Ranch[GwH],-4.0,-10900.0,-18.0
276,2035-05-01,Hydro_Anderson Ranch[GwH],6.0,-11100.0,-12.0
277,2035-06-01,Hydro_Anderson Ranch[GwH],-1.0,-11068.0,-13.0
278,2035-07-01,Hydro_Anderson Ranch[GwH],-1.0,-11040.0,-14.0
279,2035-08-01,Hydro_Anderson Ranch[GwH],-1.0,-11037.0,-15.0
280,2035-09-01,Hydro_Anderson Ranch[GwH],2.0,-11066.0,-13.0
281,2036-04-01,Hydro_Anderson Ranch[GwH],-1.0,-11152.0,-14.0
282,2036-05-01,Hydro_Anderson Ranch[GwH],-4.0,-11218.0,-18.0
283,2036-06-01,Hydro_Anderson Ranch[GwH],-1.0,-11112.0,-19.0
284,2036-07-01,Hydro_Anderson Ranch[GwH],-1.0,-11039.0,-20.0
285,2036-08-01,Hydro_Anderson Ranch[GwH],1.0,-11053.0,-19.0
286,2036-12-01,Hydro_Anderson Ranch[GwH],-2.0,-11278.0,-21.0
287,2038-11-01,Hydro_Anderson Ranch[GwH],-1.0,-16368.0,-22.0
288,2039-05-01,Hydro_Anderson Ranch[GwH],-1.0,-17247.0,-23.0
289,2039-06-01,Hydro_Anderson Ranch[GwH],-1.0,-17594.0,-24.0
290,2039-10-01,Hydro_Anderson Ranch[GwH],-4.0,-18412.0,-28.0
291,2041-03-01,Hydro_Anderson Ranch[GwH],-2.0,-20785.0,-30.0
292,2041-09-01,Hydro_Anderson Ranch[GwH],1.0,-22096.0,-29.0
293,2042-09-01,Hydro_Anderson Ranch[GwH],5.0,-25808.0,-24.0
294,2043-03-01,Hydro_Anderson Ranch[GwH],3.0,-26054.0,-21.0
295,2043-04-01,Hydro_Anderson Ranch[GwH],1.0,-26378.0,-20.0
296,2043-05-01,Hydro_Anderson Ranch[GwH],-2.0,-26755.0,-22.0
297,2043-06-01,Hydro_Anderson Ranch[GwH],-2.0,-27001.0,-24.0
298,2043-07-01,Hydro_Anderson Ranch[GwH],-2.0,-27605.0,-26.0
299,2043-08-01,Hydro_Anderson Ranch[GwH],-1.0,-27987.0,-27.0
300,2043-09-01,Hydro_Anderson Ranch[GwH],-1.0,-28078.0,-28.0
301,2044-02-01,Hydro_Anderson Ranch[GwH],-1.0,-29027.0,-29.0
302,2044-03-01,Hydro_Anderson Ranch[GwH],-1.0,-28905.0,-30.0
303,2044-04-01,Hydro_Anderson Ranch[GwH],-1.0,-29743.0,-31.0
304,2044-05-01,Hydro_Anderson Ranch[GwH],-1.0,-30573.0,-32.0
305,2044-06-01,Hydro_Anderson Ranch[GwH],-1.0,-30862.0,-33.0
306,2044-07-01,Hydro_Anderson Ranch[GwH],-1.0,-30917.0,-34.0
307,2044-08-01,Hydro_Anderson Ranch[GwH],-1.0,-30984.0,-35.0
308,2044-09-01,Hydro_Anderson Ranch[GwH],-1.0,-31230.0,-36.0
309,2044-10-01,Hydro_Anderson Ranch[GwH],-1.0,-31771.0,-37.0
310,2044-11-01,Hydro_Anderson Ranch[GwH],-1.0,-32085.0,-38.0
311,2044-12-01,Hydro_Anderson Ranch[GwH],-4.0,-32311.0,-42.0
312,2045-01-01,Hydro_Anderson Ranch[GwH],-4.0,-32545.0,-46.0
313,2045-02-01,Hydro_Anderson Ranch[GwH],-4.0,-32830.0,-50.0
314,2045-03-01,Hydro_Anderson Ranch[GwH],-2.0,-33473.0,-52.0
315,2045-04-01,Hydro_Anderson Ranch[GwH],-1.0,-33907.0,-53.0
316,2045-05-01,Hydro_Anderson Ranch[GwH],-2.0,-34629.0,-55.0
317,2045-06-01,Hydro_Anderson Ranch[GwH],-2.0,-35395.0,-57.0
318,2045-07-01,Hydro_Anderson Ranch[GwH],-2.0,-35879.0,-59.0
319,2045-08-01,Hydro_Anderson Ranch[GwH],-1.0,-35992.0,-60.0
320,2045-10-01,Hydro_Anderson Ranch[GwH],-1.0,-36219.0,-61.0
321,2046-12-01,Hydro_Anderson Ranch[GwH],-2.0,-35345.0,-63.0
322,2047-09-01,Hydro_Anderson Ranch[GwH],-4.0,-37905.0,-67.0
323,2049-10-01,Hydro_Anderson Ranch[GwH],-1.0,-41458.0,-68.0
324,2049-11-01,Hydro_Anderson Ranch[GwH],-2.0,-41645.0,-70.0
325,2049-12-01,Hydro_Anderson Ranch[GwH],-5.0,-41607.0,-75.0
326,2050-01-01,Hydro_Anderson Ranch[GwH],-3.0,-41667.0,-78.0
327,2050-04-01,Hydro_Anderson Ranch[GwH],-1.0,-42859.0,-79.0
328,2050-05-01,Hydro_Anderson Ranch[GwH],-1.0,-42677.0,-80.0
329,2050-06-01,Hydro_Anderson Ranch[GwH],-1.0,-42817.0,-81.0
330,2050-07-01,Hydro_Anderson Ranch[GwH],-1.0,-42904.0,-82.0
331,2051-07-01,Hydro_Anderson Ranch[GwH],4.0,-45086.0,-78.0
332,2051-08-01,Hydro_Anderson Ranch[GwH],5.0,-45171.0,-73.0
333,2051-09-01,Hydro_Anderson Ranch[GwH],-5.0,-45421.0,-78.0
334,2051-10-01,Hydro_Anderson Ranch[GwH],-5.0,-45505.0,-83.0
335,2051-11-01,Hydro_Anderson Ranch[GwH],-4.0,-45638.0,-87.0
336,2052-04-01,Hydro_Anderson Ranch[GwH],-1.0,-46489.0,-88.0
337,2052-05-01,Hydro_Anderson Ranch[GwH],-1.0,-47440.0,-89.0
338,2052-06-01,Hydro_Anderson Ranch[GwH],-1.0,-47966.0,-90.0
339,2052-12-01,Hydro_Anderson Ranch[GwH],-1.0,-49723.0,-91.0
340,2053-03-01,Hydro_Anderson Ranch[GwH],-2.0,-50299.0,-93.0
341,2053-09-01,Hydro_Anderson Ranch[GwH],4.0,-51404.0,-89.0
342,2053-10-01,Hydro_Anderson Ranch[GwH],-1.0,-51479.0,-90.0
343,2053-11-01,Hydro_Anderson Ranch[GwH],-4.0,-51556.0,-94.0
344,2054-01-01,Hydro_Anderson Ranch[GwH],-1.0,-51976.0,-95.0
345,2054-02-01,Hydro_Anderson Ranch[GwH],-1.0,-52136.0,-96.0
